,0
18,"해결 방법은? IT 제품에 관심이 많거나 얼리어답터 라이프를 즐긴다면 점점 증식해가는 기기들 때문에... 데스크 위 공간, 수직으로 해결하라. 세상을 바꾸는 혁신은 불편을 해결하기 위한 사소한 아이디어에... "
19,문제점들을 해결하기에는 과정이 복잡할 수 밖에 없습니다. 그래서 오늘은 특허분쟁에 대해 알아보는... 비슷한 아이디어가 많을 수 밖에 없는 지금 다양한 분쟁이 늘어나고 있다는 것을 볼 수 있습니다.... 
20,이유와 해결방법 반갑습니다. 준비된특허파트너 나눔국제특허법률사무소 입니다. 아이디어에 대한... 시간이 부족하신 분들의 경우 이런 프로그램을 활용해서 특허를 출원하고 등록하시는 케이스들이 계속해서... 
21,"오늘은 '이러한 부족함 공포에 대한 해결책'을 [Fearless, 나를 단단하게 만드는 심리학] 책으로... 취소선을 긋고 더 좋은 답으로 대체하는 날까지 그것은 당신이 인정한 아이디어일 뿐이다. 나를 단단하게 만드는... "
22,아이디어 어필 방법 &lt;캐스팅엔&gt;이 도와드립니다. 직장 내에서 인정받고 싶은 마음은 누구나 있을... 때문에 문제를 해결할 힘이나 권한이 부족한 상사에게 계속 문제를 제기하는 것은 무의미하다. 문제를... 
23,"쏟아지는 쓰레기, 물 부족 문제, 장애인 관련 시설 부족 등 해결해야할 것들이 정말 많은데요. 이러한... 소셜벤처는 사회문제를 해결할 혁신적인 아이디어를 사업화하기 위해 설립한 신생기업을 의미합니다.... "
24,시간은 부족하고 지금 같은 날씨에는 머리에 땀도 나고... 젤이나 왁스를 발라도 잘 안되는 상황이 정말 짜증나는 경우 다들 있으실 겁니다 뜨는 옆머리를 눌러주는 방법으로 빨리 해결되는 것이 어떤 것이... 
25,"창의적 아이디어가 사막에서 빛을 발하다. 물부족을 해결하는 지구촌 사람들의 반짝이는 아이디어 창의적 아이디어의 지식 리더 할지라도 황금시대의 청춘에서만 인도하겠다는 아니더면, 능히 보라. 피부가... "
26,"수납장, 벽, 코너, 선반, 책꽂이, 인테리어, 아이디어 부족한 수납공간을 해결해줄 코너 벽 선반, 수납장... 만드는 방법에 대해 이야기를 해보려해요. 수납장, 벽, 코너, 선반, 책꽂이, 인테리어, 아이디어 사진속에... "
27,차 예선 평가 방법이 . 가치더함 공감투표 % . 아이디어 신청서 서면평가 % 비율이기 때문에 빠르게 접수하여 많은 공감투표 받아보기! 참여주제 : 디지털 기술 기반의 사회 문제 해결 또는 서비스... 
28,"특허등록 궁금했던 정보 해결하고 한번에 성공하기 [상담신청] 바로 확인하기 특허 진행절차 확인하기... 기술적 아이디어와 과학적 창의성이 더해져 새로운 기구, 물질, 기술, 방법등에 해당합니다. 이를 잘... "
29,메모리 부족때문에 오류가 발생할 수 있습니다. 컴퓨터 작업 시 해결방법 : 불필요한 프로그램을... 디자인 아이디어 등) 및 Office 추가기능이 동작하지 않습니다. 이유: 인터넷 연결상태가 안좋거나... 
30,이웃님들이 실제 은퇴를 앞두고 이러한 상황에 봉착했다고 가정하고 함께 해결방법을 찾아봅시다.... 이웃님들도 자기 자신이 은퇴전 이런 고민을 하고있다~ 생각하시고 좋은 아이디어가 있으면 댓글로... 
31,그러다 시간이 부족하면 추가하면 됩니다. ⏳구글의 Crazy 시간 제약을 효과적으로 사용한 경우로 구글 스프린트에서 사용하는 아이디어 도출 방법 Crazy이 있습니다. Crazy은 분 이라는 시간동안 아이디어를... 
32,식량 부족에 시달리고 있다는 사실을 해결하는 방법을 논의하기 위해 북적이는 DC 강당에서... 같은 아이디어를 개략적으로 설명했습니다. 영양 불안에 대한 확대 검사와 사람들이 더 건강한 식품 옵션을... 
33,"특별한 아이디어를 찾는 방법과 다양한 이모티콘 기획 노하우로 보다 제대로 준비해 이모티콘 승인에 도전할 수 있습니다. 어떤 이모티콘을 만들어야 하는지 고민된다면, 내 이모티콘에 부족한 점이 무엇인지... "
34,파프리카데이터랩 ‘캐다’ 김유빈 대표 창업 기업은 한 번쯤 자금 부족에 시달리는 등 큰 시행착오를... 까마귀가 어디서 출몰하는지 안다면 문제를 해결할 수 있지 않을까라는 생각이 들었어요. 떼 까마귀를... 
35,"아이디어특허 보완하려면 어떻게할까 아이디어특허 YES or NO? 특허가 물품, 물질, 방법 모두 등록이... 거절된다고 해서 좌절하는 게 아닌 문제를 빠르게 해결하는 게 중요하니, 변리사와 상담을 통해 부족한... "
36,중요한 프레젠테이션 준비가 순조롭게 진행되지 않는다든지 새로운 디자인이 뭔가 부족한 것 같기도... 사람에게는 해결방법을 찾을 때 뭔가를 덧붙이려는 편향이 있어 그 때문에 훌륭한 아이디어들을... 
37,이를 통해 열린 리빙랩을 조성하고 다양한 아이디어를 얻을 수 있었습니다. 김정은 센터장은... 유정학 씨는 “주민들끼리 모여 해결 방법을 논의할 때는 한계가 있었는데 이번에 전문가들이 년 가까이 지속... 
38,(서식)년희망진안국민아이디어공모제안서.hwp 파일 다운로드 선정방법 ▶ 차 심사 : 진안군... (농촌일손부족 해결) 등 교육 분야 교육을 이유로 진안을 떠나지 않고 관내에서 양질의 교육을 받을 수... 
39,이데일리 아이디어 유니버시아드대회 서포터즈 김도희입니다! 오늘은 COVID- 학생들의 학력격차의 실태와 해결 방법에 대해 알아보도록 하겠습니다. COVID-가 현재 대략 년째 이어지며 등교 수업에 차질이... 
40,"IT서비스 기획의 첫 단계인 ‘아이디어 기획과 검증’ 방법 함께 알아봐요 멘토님께 궁금해요! 멘토링... MVP에 대해 학습하면서 IT창업은 완벽한 성과물을 계속해서 만들어나가는 것이 아닌, 부족한 부분이... "
41,"이 중, 하나라도 미흡하거나 부족한 부분이 있다면 중간사건이 발생하거나 거절 결정을 받을 수 있기 때문에 철저한 준비가 필요합니다. 아이디어특허등록을 받기 위한 준비 과정은 아래와 같습니다.... "
42,인내심이 부족하고 결과에 집착한다. - 사람들은 전체를 원한다. 하지만 오로지 부분에만 집착한다. 그러고는 최상의 해결책이 아니라는 사실에 실망한다. - 사람들은 자신이 '믿는'대로 '본다.' - 기존의 정보와... 
43,히말라야 워터 타워 물 부족을 해결하는 아이디어 밀도가 놓은 도시나 지형에 건물을 세울 수 없는... 식수난을 해결한다는 원리 입니다. 자연을 해치지 않는 선에서 친환경적인 방법으로 물을 생산하고... 
44,[공부방법] 수학에서 실수나 시간부족 해결하기 * 수학에서 실수나 시간 부족 해결하기 - 계산 실수가... ) 단순하게 풀이속도가 느린 게 아니고 아이디어 잡는 속도가 느려서 푸는 학생은 속도 훈련이 소용없다.... 
45,일손 부족 해결 위한 도농상생 아이디어&quot;와 거리가 있는 아이디어들이 많이 도출되어 아쉬움이 남는... 이 방법을 사용했다면 조금은 달라졌을거라고 생각합니다. 전반적으로 수렴절차가 취해지지 않았는데 그... 
46,"실용신안 등록 방법 경험이 많은 곳에서 해결해요 실용신안 난이도 특허, 실용신안을 알아보신 분들은... 조사 방법을 모르면 엄청난 정보량으로 시간을 허비하고 정확한 조사가 어렵습니다. 사업 또는 아이디어... "
47,소명지방 환경개선 방법 제초작업! ▶나의 아이디어는 내가 접하였던 것들의 견해와 상상으로... ▶그래서 해결 방법은 무엇인가?! 그건 바로 &quot;흑염소&quot;를 이용한 제초작업 및 환경개선을 할 수 있는 방법이다.... 
48,"문제를 해결하는 아이디어 불패의 기술 에필로그_고객의 상상을 뛰어넘어야 마음을 사로잡을 수 있다.... 한두 번 만에 좌절하면서 '내가 부족한가', '나에겐 능력이 없나' 의심할 필요가 없다. 내가 실패하는... "
49,오늘은 해외특허분쟁에 대해 자세히 알아보고 쉽게 해결하는 방법이 있는지 살펴보는 시간을 갖도록... 그럼 해외특허등록은 자신의 아이디어가 있다면 필수로 진행해야만 할까요? 모든 분들이 해외 특허... 
50,발굴하는 아이디어를 제안하면 된다. 이인숙 부산정보산업진흥원장은 “이번 공모는 시민들이 주도하여 지역 현안을 발굴하고 해결 방법을 도출할 수 있다는 점에서 매우 뜻깊다”며 “시민... 
51,공동의 목표를 달성하는 과정에서 문제가 발생하였을 때 본인의 아이디어를 통해 해결하였던 경험을... 당시 상황을 간략하게 기술하고 문제가 발생한 원인과 제시한 해결방법에 대해 구체적으로 서술하여... 
52,창업하기 아이디어로부터 발명까지 정부지원사업으로 비즈니스를 셋업 시키는 꿈의나침판 책을... 생각만으로는 부족하다 또한 의외로 문제해결방법은 간단하다는것 소련의 위성에 대한 이야기 우주펜을... 
53,응모 방법은 ‘ON국민소통’ 홈페이지(www.onsotong.go.kr) 내 ‘도전.한국’ 메뉴의 ‘도전.한국 과제 공모’ 페이지에 접속하여 과제별 상세 페이지에서 ‘해결방안 제출’ 클릭하여 붙임 ‘아이디어 기획서’... 
54,"프레임워크로 아이디어를 짜내자 ※ 프레임워크(Framework, 틀) - 주어진 문제를 푸는 방식이나 순서 - 생각을 확장하는 방식 ※ 맥킨지의 단계 문제 해결 방법론 - Think impact : 우리에게 가장 중요한... "
55,"제시한 해결 방법을 고객이 동의하면 시행하지만, 고객이 불만족할 수도 있다. 여기서 적용 가능한 팁... 고객이 필요로 하는 니즈와 문제점을 알고 새로운 아이디어를 구할 수 있다. 불만 내용을 모아 숍에서... "
56,"읽고도 효과없을 때 해결 방법? 저는 지난 년간 시행착오를 반복해 왔던 것 같습니다. 바로 창업을 하겠다고 다짐하고, 아이디어를 실현해 보려고 꿈 꾸었지만 결국 머리가 복잡하고.. 다른 일로 시간이... "
57,"보통 ,원의 돈을 벌려면 분으로는 많이 부족한 시간입니다. 그리고 분이 아니라 시간이나... 사업아이디어를 얻을 수 있는 기회라고 볼 수 있습니다. 이것을 평생교육비 만원으로 해결하실 수... "
58,"업무나 개인 생활로 인한 스트레스, 휴식 부족 등 이미 몸이 과부하에 이르렀음에도 불구하고 업무를... 아이디어가 떠오르지 않을 때는 먼저 그 원인이 뭔지 파악한 후 해결하는 것이 가장 좋은 방법이라고... "
59,특허신청 처음부터 끝까지 한번에 해결하려면 아이디어를 지킬수 있는 확실한 방법은? 나의 아이디어를... 경험이 부족한 일반인에게는 완벽하게 해결하기 어려운 사항들이 많습니다. 각각의 절차와 요건 필수... 
60,"있는지 아이디어를 구해보시길 바랍니다. 퇴사나 이직도 좋은 선택이다. 회사 생활 직장인 슬럼프 가장 이상적인 대처 방법은 퇴사를 하지 않고, 내가 겪는 문제가 해결되는 것입니다. 부족한 업무 역량을... "
61,"대부분 당장 신속한 해결 방법보단 막막함에 대응책을 찾지 못하는 경우가 많습니다. 대기업이나 일부... 계약서 작성, 사업의 안전한 운영을 위해서라도 신중해야 합니다 획기적인 아이디어로 사업을... "
62,신선한 아이디어로 새로운 세상에 도전하다 기존에 가지고 있던 고정적인 사고방식을 탈피하고자 하는... 가지 방법을 모색하여 해결해나가는 모습을 살펴볼 수 있는데요. 이는 친환경의 선순환을 위해 새로운... 
63,시 해결방법 등이 자세히 적혀 있어야 한다 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 당신의 아이디어를 사는 사람은 당신이 아이디어를 실현할수 있음을 아는 사람이며 당신에게서 성공을 향한... 
64,이규연: 문제점을 정하는 것도 어려웠지만 가장 어려웠던 건 문제 해결 방안 아이디어를 도출하는... 구상한 아이디어를 모두 소화해내지 못한 점과 좀 더 효과적인 시각화 방법을 도모하지 못한 것이 아쉽지만... 
65,음식물 처리과정 보며 아이디어 '반짝' 국내 최초 곤충 활용 친환경 회사 창업 (주)뉴트리인더스트리... 동시에 해결방법을 찾기 위해 발 빠르게 행동했다. 홍 대표는 지역의 음식물처리업체를 방문해... 
66,음수량부족과 겹쳐 변비발생 해결방법 #캣앤캣고양이병원 화장실에서 공격을 당하더라도 퇴로확보가... 캣아이디어 제품을 쿠팡에서 주문함 색상은 크림이랑 브라운 두가지인데 난 브라운 샀고 종이안에... 
67,"같은 문장을 반복하는 경우도 있고, 다른 문맥으로 적으나 비슷한 아이디어를 돌려적는... Common Mistake #: Transition부족 아이들이 좋아하는 단어들이 있죠. and ut ecause ㅎㅎ 이런... "
68,"현재 다양한 상담 방법을 통해 고객분들의 고민을 해결하는데 힘쓰고 있는만큼 언제든 문의주시기 바랍니다. 발명품아이디어란? 연구나 발명, 기계나 기술 분야를 가리지 않고 여러분이 개발한 것을 포함해서... "
69,새로운 아이디어를 내는 방법. 그러기 위해서는 수렴적인 사고가 아니라 발산적 사고를 해야 한다.... 개 중에 개만 살아남는다  p. 퍼센트의 법칙 한두 번 만에 좌절하면서 ‘내가 부족한가’... 
70,"창출 아이디어 ▣ 제출방법: 양식에 따라 아이디어 제안서 작성 후 이메일 제출(팀당 최디 건 가능)... 원전으로 에너지 부족 해결 . 대통령 사저를 원전 옆에 둠으로써, 원전의 안전 부문 기술 발전 기대... "
71,디자인 방법으로 아이디어를 도출하였습니다.  수요자 심층인터뷰 및 현장조사  이해관계자(장애인복지관) 협업  학습동아리 토론 이렇게 해결했어요! 지적장애인의 독립적인 생활 불가능 → 일상적인... 
72,고정하는 방법도 보이는데 어항 유리에 좋지는 않을것 같다. 반면 걸이식이라 편하긴 할것 같다. 큐방은 한번 붙이면 때어내기가 힘들다. 고민끝에 내가 선택한것은 루바망을 이용한것인데 여기에 아이디어를... 
73,주차장 부족 등 교통 동네에 살면서 불편을 겪었던 문제의 해결방안을 머릿 속에만 보관 중인... 「년 성북구 청년 소셜벤처 혁신 경연대회」 여러분의 아이디어를 펼쳐보세요! ✅ 공모분야 지역사회... 
74,신비로운 해결 방법 분명상   바라는 것은 직접 만져 보라 •  분명상   반드시 성공할 것이라 믿은 사업가들 .  분명상   잠재의식은 노력하는 자에게 대가를 준다.  분명상   아이디어... 
75,"박정환 센터장은 “시민들이 생활하면서 발견한 문제를 해결하기 위해 방법을 서로 논의하며 적극적으로 참여하고 있다”면서 “센터는 시민들이 내놓은 아이디어를 실험하도록 비용(만~,만 원)을... "
76,벤처인사이트 유진혁대표 스타트업 리더는 미치광이 &quot;세상의 문제를 해결하는 아이디어&quot; 가지... 자금부족 % .팀원구성문제 % .경쟁에 뒤져 % .가격원가 % ---------------------- 투자자의 관점... 
77,재활용 해결 방법 제안과 건설 비용 및 기간을 단축해 주었고 월드컵이 끝난 이후 스포츠 인프라가 부족한 국가들에게 기증할 수 있도록 설계된 경기장이다. 만 석의 좌석을 갖춘 조립식 경기장으로... 
78,웹소설에서는 A선택지와 B선택지의 딜레마가 주어졌을 때 주인공으로 하여금 둘다 시원하게 해결하는... 절대 사용하면 안 되는 방법들. 아이디어를 떠올리기 위해 절대 쓰지 말아야 할 방법들이 있다. ) 술... 
79,"년도 환경데이터 활용 아이디어 공모전 에코톤입니다. 생태계를 위협하는 해양오염의 주범 중... 지속적인 해결 방법 다시 한번 '트래블루' 팀의 수상을 축하드리며, 앞으로도 '에코톤'에 많은 사랑과 관심을... "
80,"-- 채소를 챙겨 먹으려고 해도 먹는 양이 많지 않았는지 항상 채소가 부족한 느낌이 든다. 오늘은 당장... 아이디어 없어? 이제 이런 것도 니가 해야지이~~~, 그러니까 그 '내가 앞으로 알아서 해야 하는 이런 것'의... "
81,있는 방법을 찾아 보겠다는 수자원공사 관계자 분입니다~~ 말한데로 똑! 소리 나는 좋은 아이디어가 나왔으면 해요~ 물론 저도 고민중... ^^ 뭔가 하나라도 해결 되었으면 하네요~ 요즘 큰일들이 많아도 너무... 
82,년 전 책이라는 편견때문인지 신선함은 떨어지더라구요~ 그 당시로는 획기적인 방법이었을지는 모르나 현재로서는 널~리 알려진... ^^ 옛날부터 항상 스스로가 창의력이 부족하고 아이디어가 부족하다고 했던... 
83,"문제 해결 방법을 고려해보면 어떨까요. 일하는 방식의 혁신, 디자인씽킹 디자인씽킹은 일에 대한... 이제 우리는 답답한 아이디어 회의, FGI, 벤치마킹 활동에서 벗어나, 문제를 직접 관찰해 근본적인 원인을... "
84,브레인스토밍의 방법과 수업모형 브레인스토밍이란 집단이 아이디어를 모아서 특정한 문제를 해결하려는 기술이다. 따라서 개인이 제안한 의견에 대하여 평가나 토의를 하는 절차는 없다. 평가는... 
85,이 물 부족을 해결할 방법이 나와서 화제입니다. 히말라야에는 만천개의 빙하가 있습니다.... 이 녹는 빙하를 거대한 구조체에 담는 아이디어가 나왔습니다. 무슨 거대한 외계인 우주선 같아... 
86,"런어스를 활용할 수 있는 새로운 방향을 제시하고, 교내 기부문화 인식 부족에 대한 해결 방안을 해외의... 기부 방법에 대해 생각해 보았습니다. 이 아이디어가 실현될 수 있다면, 더 많은 재학생들이 교내... "
87,진행 방법은 이렇습니다. 특정 제품을 임으로 선정하고 그 제품의 '구매자'와 '판매자'로 나누는데요.... 점을 해결해 줄 아이디어를 그림으로 그립니다. 그리고 그 아이디어를 인터뷰 대상자에게... 
88,"스케치 방법&gt;을 사용하고 있습니다. 추상적인 아이디어는 구체적인 디테일이 부족하기 때문에... “문제 해결을 위해 아이디어를 구체화시키며 정리합니다. 이때, 소요 시간은 분입니다.” 키워드에... "
89,"아이디어가 바꾼 세상 아이디어가 사업이 되어, 세상을 바꾼 이야기를 확인해보세요. . 개발도상국을 밝힌 촛불 램프 기업 루미르는 개발도상국의 빛 부족 문제를 해결하기 위해 주민들이 일상적으로... "
90,저장공간부족 해결방법 + 내장메모리 관리방법 * 스마트폰 메모리 관리  정리 (종합) Prologue 스토리 오늘 Guest Book 클릭! 세상이야기 스맛폰노예 탈출기 아이디어가 미래다 덧글이웃추가 퀴즈! 퀴즈! 퀴즈!... 
91,저희의 아이디어를 구체화하는 과정에서 프로젝트의 방향성에 대한 혼란과 어떻게 체계화시켜 구현할지에 대한 기술적인 고민 해결 방법에 막막함을 느껴 좌절했을 때가 가장 힘들었던 것 같아요. 그때... 
92,"위한 아이디어 발상법을 용도변경, 복제, 분할, 역사고, 대칭파괴, 제거 이렇게 가지 기법으로 나누어 설명하고 있다. 각 가지 기법에 해당하는 문제를 제시하고 어떻게 해결하면 좋을지 생각하는 방법과... "
93,"주방가구 왼쪽으로 세탁기가 있고, 오른쪽으로는 일반 수납가구로 부족한 수납공간을 해결하기 위해... 디자인으로 해결 방법을 찾아드리기 위해 대전 주방가구 전문 아이디어 인테리어는 노력하고 있습니다.... "
94,"새로운 일을 시작할 때, 기존의 것에서 문제를 해결할 때, 어떤 것을 만들어 낼 때 등등 모든 상황에서... 사람마다 각자 자신에게 맞는 아이디어 발상법이 다르니 다양한 방법으로 발상을 해보고, 효과적인... "
95,"이 짧은 과정을 통해서 창업에 대한 직접적인 고민과 문제점, 해결방법 등을 구체적으로 고민해볼 수... 단순한 아이디어만으로는 부족하게 됩니다. 수원대 학생들은 실제로 자작곡 스트리밍 서비스, 사무실... "
96,통찰이 부족하고 목표에 이르기까지 시간이 많이 걸림. ⑦ 직관의 재발견 – 지식의 도움 없이... 문제 해결 과정에서 요구되는 &quot;창의적인 아이디어 도출&quot;을 하기 위한 여러 가지 방법들에 대한... 
97,"발명은 아이디어에서 시작되기 때문에 항상 문제를 제시하고, 해결방법을 고민해 봐야... 부족하거나 넘치게 하기(과부족) Partial or Excessive . 입체로 만들기(차원변경) Dimension Change .... "
98,"분뇨처리 방법을 연구한 팀, 사막화 문제 해결 및 극복을 위한 연구를 진행한 팀, 폐 휴대폰 배터리를... 것으로 아이디어가 참신하다는 평을 받기도 했답니다. 년 금상은 바다 사막화 표본 생물의 생태... "
99,"문제 해결에 도전한다. 참여자간에 경쟁과 협력을 유도해 혁신적인 방법 도출가능 ex. 응용수학, 통계학, 물리학, 경영학 등 다양한 전공자들의 창의적인 아이디어와 최신 기게학습 방법론이 결집되어... "
100,노력'이 부족하기 때문이라고요. 더 나은 세상을 만드는 체인지메이커들은 뛰어난 공감 능력을 지닌... 창의적인 아이디어를 내고 빠르게 실험하며 고쳐나간 끝에 문제 해결 방법이 나올 수 있었던 것이죠.... 
101,단계: 해결 방법을 시도한다. 단계: 결과를 평가한다. 사례 유의 사항 . 습관 되돌리기 훈련 학습... 이 업데이트 버전은 독자에게 어려운 감정에 대처하기 위한 많은 기술과 아이디어를 제공합니다.... 
102,지식과감성# 문제 해결을 위한 방법을 제시하다 《흐르는 눈물을 참을 수가 없다》 책소개... 아이디어 . 공식화 . 금 . 무한한 가능성 . 겸손 . 과학적 상식 . 희생 . 다 함께 . 나 . 전... 
103,일을 해결하시는 게 좋겠습니다. . 아이디어 상품 특허 심사 통과 조건 아이디어 등록을 위해서는 꼭... 그래서 유사한 게 없는지 확인하고 부족한 부분은 없는지 계획을 짜서 꼼꼼하게 진행하는 게 유리해요.... 
104,'누워서 불끄고 싶다' 실현시킨 아이디어 창업 기업은 한 번 쯤 자금 부족에 시달리는 등 큰 시행착오를... 자연스럽게 불편함을 해결할 수 있는 방법을 찾기로 했습니다.” 아이디어만으로 창업을 실행하기는... 
105,물부족이 심해졌다. 파르코와 그의 친구 제로니모 토레스는 사업가 에두아르도 골드가 생각해 낸 아이디어를 활용하여 빙하 문제를 해결하고자 했다. 방법은 흰색페인트칠. 흰 물체는 검은 물체보다 빛을 많이... 
106,다름을 이루는 아이디어! 인플루언서 사장엄마의 비밀을 공개합니다! 부제: 최선의 결과를 내는 기술... 강사이자 작가이며(브랜딩법) 내 분야에서 나의 플랫폼을 유지하게 해주었고(어플리에이트 구축방법)... 
107,써볼까해요 방법은 간단합니다! . 유형을 ~개 사이로 선택한다. . 키워드를 ~개 사이로 선택한다... 예전에 그려둔 '타로카드 스토리텔링'을 다시 보다가 이 아이디어가 떠올랐습니다. 비록 많이 부족한... 
108,브레인스토밍의 역 방법입니다. 문제의 해결을 위한 긍정적인 아이디어를 생각하는 브레인스토밍과는... 점 부족했던 부분들을 사원들에게 전달하는 시간입니다. ~여명의 사례데이 발표내용들을 모두 적어... 
109,부족하거나 오염이 되어 있다면 엔진의 냉각 기능이 떨어져 치명적이 파손이 도래된다. 냉각수가... V 엔진 구조상 가운데 공간을 활용하는 아이디어는 좋은데 내구성의 약점이 있는듯 합니다. 어쩟든 대부분의... 
110,휜다리교정 x자다리교정 그리고 원인과 해결방법 안녕하세요 청초라음 주인장 라희입니다 :) 라오스... 그 이웃님의 아이디어 덕분에 바깥쪽으로 매기 시작했더니 종종 일주일에 한 번씩 나타나던 견갑골쪽... 
111,너무 부족해서 ㅠ 조금 더 구체적으로 설명드리고자 열심히 준비했습니다 ! 지난번 포스팅한것을... 떠올려서 아이디어를 내는 방법도 있어요 ! 맨날 모여서 회의하는 모습 실제로 이 '창의적 문제해결' 수업... 
112,"좋은 아이디어라고 생각한다. 예전에 걱정 인형이 유행했던 적이 있었는데 아이들에게만 필요한 것은... 문제 상황과 갈등, 스스로 해결하는 방법, 해결을 통한 성장까지 심리 묘사가 잘 되어 있다. 아이들이... "
113,"이러한 아이디어특허등록의 방법과 절차를 말씀드리려 합니다. 아이디어특허등록, 어떻게?... 그렇기에 전문가의 도움을 받으시어 수월하게 해결하실 수 있는 것이지요. 실제로 당소에서 아이디어특허를... "
114,“부동산 시장 정보가 부족한  세대를 겨냥해 세무사·공인중개사 등 전문가와 상담을 받을 수... 학자가 아니어도 반짝이는 아이디어와 창업을 통해 세상에 유의미한 메시지를 전달하고 더 나은 삶의... 
115,"문제 해결에 나선다고. 이수근은 &quot;진짜 좋은 생각이 났다&quot;며 아이디어를 떠올리고, 서장훈은 &quot;이수근 말에 % 동의한다. 완벽하다. 여러 가지 종합적으로 봤을 땐 이 방법이 가장 나을 것 같다&quot;며 이수근의... "
