,0
12,브레인스토밍의 한계 다행히 브레인스토밍이 잘 돼서 많은 아이디어가 수집됐다 해도 문제는 이어질... 바로 '브레인라이팅(BrainWriting)'입니다. 소규모 분임토의 방식에 적합한 방식입니다. 인원이 많은 경우... 
13,제 블로그의 큰 주제는 IT·컴퓨터 이죠? 현재는 아이폰 관련 글이 주를 이루지만 어느정도 글감이... 먼저 브레인 스토밍 과정을 통해 키워드나 아이디어를 정리하여 마인드맵을 제작한다고 하는데 크게 중요하지... 
14,기법인 브레인스토밍(Brain storming)은 일정한 주제를 두고 여러 사람이 자유롭게 생각을 제시하여... 회의 분위기를 자유롭게 만들어서 자유로운 발상을 자극하여 생각의 한계를 극복하는 것이다. 특히 말도 안... 
15,브레인 스토밍 배 잘하기 작가 제이슨 리치 출판 세기북스 발매 .. 리뷰보기 임시저장글에... 그래서인지 난 창의력과 상상력의 부족이 이 이유라고 지레짐작하며 나의 상상력의 한계를 단정시켰다.... 
16,이는 피로하지 않으면서 좋은 아이디어를 충분히 낼 수 있는 적정시간이랍니다 :) 회의 주제는 명확히... 브레인스토밍의 진행자 역할을 하는 '퍼실리테이터'의 경우에는 브레인스토밍의 장점과 한계를... 
17,"기존의 한계는 무엇인지, 마지막으로 차별성과 파급효과를 큰지라고 합니다. 이를 기반으로 하루 동안 브레인스토밍을 해서 사업화에 있어 성장전략의 논리성과 시장의 크기와 환경에 대한 객관적인 자료로... "
18,토론을 하면서 주제범위도 매우 넓어졌다. 코트라 관장의 해박한 경제지식이 인상적이다.경제평가와 전망을 토대로 사업계획을 짜는 전략도 인상적이다. 오늘 브레인스토밍에서 듣고 느끼고 함께... 
19,사건과 주제를 중심에 두고 그와 관련한 이야기나 열거된 낱말들을 따라 나온 의견 들 역시 브레인스토밍입니다. 위와 같이 종이로 쓰는 것에는 한계가 있습니다. 종이의 공간은 한계가 분명 존재하니까요.... 
20,"한계가 있습니다. 거듭 말씀드렸었죠. 따라서 주제 후보들이 전부 매력적이어도 동시에 모든 것을 하긴 어렵습니다. 하나씩 시도해봐야 합니다. 그래서 필터링이 필요합니다. 저 같은 경우, 브레인스토밍을 통해... "
21,있어 한계가 있기 때문이다. 발전 배경 브레인스토밍이라는 용어는 주로 새로운 아이디어나... 위해 브레인라이팅(Brainwriting) 기법을 활용하기도 한다. 이는 참여자 각자가 백지를 준비하여 주제에 대한... 
22,□ 브레인스토밍(Brain Storming)과 고든(Gordon) 법 비교 브레인스토밍 고든(Gorden) 법 많은 아이디어를 창출하고 의견을 모으기 위한 방법 가능한 한 가지 문제를 구체적으로 좁히면서 아이디어를 발상 주제와... 
23,IELTS 영어면접 브레인스토밍_영화와 TV극장 IELTS 영어면접 브레인스토밍_영화와 TV극장 썸네일 영어면접에 필요한 기술과 논리적으로 자신의 의사 표현을 잘하기 위한 주제 [연기... 
24,- 폭 넓은 아이디어 발상이 어렵다. - 개인이 내는 아이디어는 한계가 있을 수 있다. #토의토론지도사 #디베이트코치 #토의토론유형 #DCS #색생각모자 #브레인스토밍 #브레인라이팅
25,"브레인스토밍의 한계에서 나타난 것들을 보완 할 수 있다고 할까! 여하튼, 무지... 지금껏 생각이 정리 되지 않고 모이면 흩어져 버린 수다스러운 주제들을... "
26,"이번 여름에 마무리하려 했던 연구가 당초 예상치 못한 한계에 부딪히면서, 갑자기 기운이... 내에서 주제를 정해, 글쓰기 프로젝트를 단계별(브레인스토밍~최종 에세이 완성까지)로 진행하게 됩니다.... "
27,"브레인스토밍 학습방법이란? ) 정의 - 특정한 주제나 문제점에 대하여 학습자들이 자기의 의견이나... 방법 ※ 브레인스토밍은 바로 영어에서 표현한 것과 같이 브레인, 우리들의 뇌에서 스토밍, 폭풍우가... "
28,상식에는 한계가 있기 때문에 적절한 예시를 떠올리는 게 가장 어려운 것 같아요. 그래서 예시를 아예... 대신에 최대한 많은 Issue 주제들로 브레인스토밍 하는 연습을 했습니다. 예시를 무작정 외우기보다는... 
29,"독서토론은 혼자 읽기로 관점의 한계를 넘을 수 있고, 토론을 하는 동안 주제가 분명해진다. 말하기를... 일반적으로 아이디어 개발이니 다양한 의견 취합이 목적이라면 브레인스토밍이나 브레인라이팅, 리치... "
30,브레인스토밍은 대주제를 정하고 가지치기를 하는 것이다. 건축을 주제로 가지를 쳤는데 시간동안... 그중 이상한게 거의 절반이었지만 쓸만한게 꽤 많았기에 인내심의 한계를 느끼면서도 하나하나 다시... 
31,"여러모로 한계에 부딪히죠. 우리 아이, 다른 영역은 잘 하고 있는데, 라이팅만 잡아주는 학원 없을까?... Write Right Beginner 교재로 라이팅 구조 잡는 법과 아이디어 맵을 사용해 브레인스토밍하는 법을 배우고... "
32,"그림책 소개 함께 읽기 생각 펼치기(브레인스토밍, 마인드맵, 포토스탠딩 등) 개인별 질문 만들기... 브레인 라이팅(--기법): 명이 가지 아이디어를 분 동안 결합하고 개선하는 과정, 자신의 아이디어를 글로... "
33,"이용할수밖에) 브레인스토밍 필수. 아이와 캐릭터에 대한 이야기를 나눠보고, 어떻게 달까지... 다독은 글쓰기 소재나 주제를 위해 중요하지만 결국 다양한 어휘를 활용해서 글을 많이 써봐야 글쓰기가... "
34,"차 서류 기획안 작성 - 이전 수상작 확인 주제 겹치지 않도록 함 - 당해 핫이슈랑 연관지음. 년도엔... - 예상질문 만들때, 브레인스토밍처럼 다양한방면에서 대화하면서 팀원들고 질문을 나누는것 추천! .... "
35,"사고, 브레인스토밍 - 베졸드 효과: 착시효과의 예시. &quot;세상은 거기 그곳에 나는 그것을 여기... 문체는 주제와 긴밀한 연관성을 가진다. 공부했던 두 작품 이상의 장편소설들을 토대로 문체가 주제를... "
36,한 주제로 확장해서 이야기를 나누고 기록한게 보이시죠 이것이 바로 브레인 스토밍? ㅋㅋㅋ 그래서 브레인아트? ㅋㅋㅋㅋ 혼자 생각 ㅋㅋㅋ 짜잔~ 오늘 수업의 두번째 작품입니다! 선생님과 이야기를 나누고... 
37,하지만 최근에 이 주제만으로는 한계가 있다는 판단이 섰다. 꾸준한 수입원을 확보하기 위해서는... 기본서 브레인 스토밍한 결과 위의 가지가 탄생했다. 줌강의 PDF가 다 마무리되면 우선순위를 정해 순서대로... 
38,[사회: 생선뼈 단체 브레인스토밍] 정치에 대하여 (본격적으로)처음 배우는 차시입니다. 아이들이... 그 내용과 한계는 법률로 정한다. 중간중간 제가 해당 헌법조항에 대한 설명을 간단히 다 해주었습니다.... 
39,"학기 활동 (예정) 마네킹 만들기: 주제에 맞게 풍선불기, 양치질, 파리잡기 등 마임 활동 너 뭐하니?... 연극에 대한 브레인스토밍 -&gt; 연극 용어 알아보기 &lt;학년 말 연극&gt; -. 낭독극 vs 연극: 마스크의 한계가... "
40,브레인스토밍 찰스 클라크 지음신민정 옮김 출처: 북 코스모스 ▣ Short Summary 브레인스토밍(rainstorming)이란 일정한 주제에 관하여 구성원에게 아무런 제약을 가하지 않고 자유 발언을 하게 함으로써 아이디어를... 
41,"게다가 글을 쓰는 주제가 환경, 국제 분쟁에 대한 나의 생각이 아닌 ‘나에 대한 것’이라면 그... 브레인 스토밍 앉은 자리에서 한꺼번에 서론, 본론, 결론까지 써서 종결 짓는 것은 어렵습니다. 수많은... "
42,데 한계가 있어서 입시를 준비하는 시기가 더 어렵고 막연하게 다가오는 것 같아요. 그래서... 저 또한 처음 에세이 브레인스토밍을 할 때에 이 주제로 작성해 보았습니다. 제가 진행했던... 
43,이런 브레인스토밍은 단순히 기사 아이템을 발제하는 것과는 다릅니다. 문제를 테이블 위에... 년에 한 번 모여서 월요일부터 금요일까지 여러 가지 주제를 펼쳐놓고 프로토타입(prototype)을 만들면서 답을... 
44,브레인스토밍은 아이디어 도출 방법으로 주제와 관련된 모든 가능성과 방법을 열어두고 의견을... 준답니다~ 브레인스토밍의 장점 브레인스토밍의 장점은 다양한 아이디어 때문에 생각의 한계를 극복해나갈 수... 
45,"지닌 주제가 되어야 함은 당연하다. 단계인 '브레인스토밍'은 사전 조사, 아이디어 목록 만들기... 자기소개, 문제, 영감, 통계자료, 기존 해결 방안의 한계, 새 해결 방안의 필요성, 프로젝트 내용, 성과... "
46,"연구의 한계 ) 틀린 단어 개수 ) ABC 부서맞추기 ) 엘리베이터 미진, 병곤? ) 학원 종류 찾기 ) 부서별 업무 연결 ) 설명주고 뭔지 맞히기 -&gt; 선지: 브레인스토밍, 브레인라이팅, 델파이 ) 기간안에... "
47,&quot; 이 주제로 하려면 표현의 자유의 한계 혐오 표현을 표현의 자유 차원에서만 바라봐선 안되는 이유... -법으로 규제했을 때의 장점과 단점을 브레인스토밍해보기 -논술활동: '법으로 규제해야 한다.' 논제로... 
48,"제가 취재를 갔던 회차 수업은 ‘나로 인해’라는 큰 주제를 중심으로, '브레인스토밍, 흔적 남기기... 표현의 한계를 뛰어넘을 수 있는 기회가 되었으면 하는 바람입니다.” 라며 소감을 남겼습니다. * 이... "
49,"그래서, 브레스토밍을 할때는 이치에 맞지 않는 엉뚱한 아이디어라도 두려움 없이 내놓아야 한다는... 하지만, 아이디어 회의에 참여해 본 사람이라면 브레인스토밍의 한계를 이해할 수 있을 것이며, 특히... "
50,이러한 한계점을 극복하기 위해서 브레인라이팅(Brain Writing) 또는 브레인스토밍(Brain Storming) 방법론이... 원칙 #브레인라이팅 - 브레인라이팅 단계별 흐름도 - .. 주제 및 진행절차 확인 이... 
51,"Osorn의 브레인스토밍, De Bono의 창의력 계발 프로그램 등 다양한 프로그램이 있습니다. 그러나, 이러한 창의력 계발 프로그램만으로 창의력을 기르는 데는 한계가 있을 수 밖에 없습니다. 창의력을 기르는... "
52,"브레인스토밍 단계와 진화 진행자 명, 기록자 명을 포함한 -명으로 팀을 구성. 진행자는 회의 주제... 브레인스토밍 발상법의 한계 - 남의 아이디어를 듣고 있는 동안 아이디어 발상이 막히게 되는 창출... "
53,디테일에서 한계에 부딪혔어요 그래서 라이팅 수업으로 전환했어요 그러나... 문제는 라이팅... 그래서 선생님이랑 같이 수업하면서 숙제에 대해 브레인스토밍 (Brainstorming)을 합니다 편지쓰기는... 
54,■■■ 연구설계 및 연구방법 질적 방법과 양적 방법 ▶질적 방법 브레인스토밍 브레인스토밍은... ▶지방정부 역량 지방정부 역량 관련 차 정책델파이 분석 결과 본 연구주제와 가장 밀접하게 연관되어 있는... 
55,"세 번째,한 번에 한 사람씩 의견 제시의 한계, 발상 흐름이 끊기는 현상이 나타납니다. 그런데 정말... 그게 바로 way 브레인스토밍입니다. 사전에 문제해결 주제에 대한 아이디어를 준비하고 브레인스토밍을... "
56,"방법, 브레인스토밍, 문제 해결 방법을 전환시키는데에 그 유용성을 증명해왔다. 대부분의... 기존의 리스트 형태로 나열하는 정리 방식에는 여러 한계가 있다. 중요 키워드가 강조가 되지 못하고, 그로... "
57,"브레이스토밍 세션이 열리면 리더의 기능은 주로 촉진자가 되며, 아이디어 생성자를 인식하고... 인하여 브레인스토밍의 기본형을 수용하는데 한계가 있었던 모양이다. 일본인들이 변형한 기법들은... "
58,"행동으로 증명하는 방식은 물리적 한계 때문에 내 상상력에 제약을 가져올 뿐이다. 차기능 내향감정... 이들은 한가지 주제에 대해 고민할 때, 직관적으로 사고를 확장한다. 마치 브레인스토밍을 그리듯... "
59,"집단행동의 한계를 벗어나 협력과 평화를 이끌어 낼 수 있을까? 이러한 큰 질문에 대해, 그리고... 어떤 주제의, 어떤 제목의 논문이 될지는 아직 모르지만, 지금 이 과정은 그 결과물을 위한 브레인스토밍... "
60,"그리고 한계를 넘어서 더 무리하면, 매우 좋지않다. 다만 살다보면 그렇게 쓰는 날도 오니 그럴 경우 뇌건강에 좋은 음식과 충분한 수면을 취하여야한다. 주제: 게임에 대한 생각 내용: 나는 인생의 목표가... "
61,"메모, 브레인스토밍, 매핑 등은 주제를 찾기 위한 훌륭한 방법이다. 주제 선택에서부터 창의성은... 문제의식은 주제 찾기에 큰 도움이 된다. 개념에 관한 문제를 다룰 수 있는 능력은 정의, 내용, 범위, 한계... "
62,"또한 전문적인 통일의료 인재 양성을 목적으로 일반 대중에게 다양한 주제의 열린 강좌를 개최하고... 넷째, 여러 번 이루어진 군집화 등의 브레인스토밍으로 고도의 합의 형성 절차를 거쳤다. 다섯째... "
63,브레인스토밍은 집단토의의 일종으로 특정한 문제나 주제에 대하여 두뇌에서 폭풍이 몰아치듯... 자신감만으로는 한계가 있다고 느껴 공부가 필요함을 절실히 깨닳음 - 공부시작 - ut 나이들어 이해력... 
64,거의 세 달 가까이는 브레인스토밍 하듯이 일상에서 어떤 문제가 있고 이걸 왜 해결하면 좋을지 이야기하는데 시간을 썼다. 주제 선정이 나중에 제작 및 발표는 물론이고 취업할 때 전공 분야에 맞게 쓸 수도... 
65,"브레인라이팅(Brain Writing) 브레인스토밍과 유사하나, 발언에 소극적인 사람의 참여를 유도할 수 있는 아이디어 창출기법이다. 퍼실리테이터가 멤버에게 주제 설명을 한 후, 각 멤버들에게 각각 한장의 시트에... "
66,"© davidclode, 출처 Unsplash 어제 초사고 글쓰기 주제는 내가 원하는 삶에 대한 것이었다. 나름의 다짐과... 나는 대화를 하면서 하나씩 퍼즐을 맞춰가는 브레인스토밍 방식을 추구한다. 상사는 이미 완성된 것을... "
67,"프로젝트 기반 학습은 특정 주제에 대해 심층적으로 연구하는 학습활동입니다. 어느 것이든 지향하는... 온라인에서 나누어진 소그룹별로 토의(브레인스토밍)하며 저마다 의견을 내놓았고, 역할 분담을 통해... "
68,"좋아요공감 댓글달기  반응형 인사과 직장인 출신 제네시스박 월 만원의 한계를 넘어서는 방법 https... 브레인스토밍 - 자신의 지금 할 수 있는 장점을 무조건 많이 개, 개, 개 써보기. 내가 잘하는걸... "
69,"중간의 주제에서 꼬리에 꼬리를 물고 내려오는 방식, 직관적인 이해. 브레인스토밍 혹은 방사형... 토니 부잔의 책에서 읽었거든요) 마인드맵은 브레인 스토잉에서 파생된 방법이지만, 보다 조직적이고... "
70,"중간의 주제에서 꼬리에 꼬리를 물고 내려오는 방식으로, 직관적인 이해를 도와준다. 브레인스토밍... 브랜딩과 상세페이지를 준비하시는 분들에게 머릿속으로 하는 건 한계가 있습니다. 마인드맵을 그려보세요.... "
71,". 브레인스토밍의 한계 ㄱ.발언 양이 많은 사람, 지위 높은 사람 중심적 진행 : 소수의 몇 사람이 발언권... ㄷ.브레인라이팅 전원이 모두 발상 작업을 할 수 있는 것 참가자들이 구두발상은 하지 않고, 한 사람 한... "
72,"이 방법을 사용하면 머리를 쥐어짜며 브레인스토밍 할 필요가 없다. 결국 메모 상자는 뇌의 한계를... 색인에서 이 메모로 연결되게 하거나, 어떤 쟁점이나 주제로 진입하는 입구로 활용하는 메모에 이 메모로... "
73,"화제, 주제, 독자 등을 꼼꼼히 고려하는 것이 중요하다. 쓰기 일지를 평소에 작성하거나, 여러 질문에... © dr_snaphappy, 출처 Unsplash 내용 생성하기 전략으로 가장 잘 알려져 있는 것은 브레인스토밍, 브레인라... "
74,"제가 느끼고 있는 브레인 스토밍은 하나의 주제를 두고, 모인 여러 구성원끼리, 그 주제에 대한... 좋은 점 - 브레인 스토밍을 하게 되면, 개인이 머리 싸메고, 생각하는 아이디어의 한계를 뛰어넘을 수 있는... "
75,"이번 샬롯쌤의 '생각하는 종이' 학습지의 주제는 육하원칙 &amp; 초등 상상력 글짓기입니다. 많은 초등학생... 번 문제를 푸시기 전에 엄마께서는 아이와 충분한 아이디어 회의, 브레인스토밍을 하시길 바랍니다.... "
76,어렵다는 한계가 있는데요. 사진 출처 : 클립아트 코리아 이러한 한계점을 보완하기 위해 필요한 것이... 소주제를 정하는 좋은 방법은 질문을 활용하여 브레인스토밍을 통해 학생들 스스로 소주제를 정하는... 
77,"뇌가 한꺼번에 처리할 수 있는 정보량에 한계가 있어서죠. 원활한 정보 해독과 통찰 도출을 위해서는... 굿노트로 브레인스토밍을 진행한 결과를 워크플로위에 정리합니다. 마지막으로 소주제를 확정하고, 각... "
78,"바탕으로 브레인라이팅을 추가로 다시 할 수 있다. 이 과정에서 아이디어가 더 좋아지고 정교화할 것이다. 이 기법은 브레인스토밍의 한계를 부분적으로 극복한 다음과 같은 장점 때문에, 대단히 매력적인... "
79,브레인 스토밍 ● 기원 BBDD의 사장(알렉스 F 오즈번)이 고안해낸 발상법 ●브레인 스토밍의 정의... 과정 주제는 구체적이며 알기 쉬운 것으로 선택한다참가자 전원의 얼굴이 보이도록 책상과 의자를... 
80,* 원칙적으로 리더는 브레인스토밍에 참여하지 않는다. 주제에 대해 잘 알기때문에 타성에 젖어 다른... -리더는 회의를 진행할 뿐 아이디어의 한계를 두어선 안된다. . 모두에게 차례가 돌아간다. 자유롭게... 
81,"② 틀에 들어갈 소스를 브레인스토밍한다. _각 주제를 뒷받침할 소스들을 모아야 한다. 메모 습관... 일하는 체력의 한계는 어느 정도인지, 집중력을 최대치로 끌어올려 업무를 할 수 있는 시간을 몇 분 인지... "
82,"오후에는 미팅과 브레인스토밍, 그날 처리해야 할 일들이 쌓여 있다. 휘몰아쳐 온 일들을 마치고 나면... 『라이프 스토밍』저자) “이 책을 읽은 후에는 영원히 삶이 다르게 보일 것이다!” - 마틴 린드스트롬... "
83,"오후엔 미팅과 브레인스토밍, 그날 처리해야 할 일들이 쌓여 있다. 휘몰아쳐 온 일들을 마치고 나면 어느새 퇴근 시간이다. 투두 리스트(To Do List)에 적혀 있는 내 일들은 하나도 지우지 못한 채 어제와 같이... "
84,"일정한 브레인스토밍 패턴을 만들어 나가는 거죠. 그러기 위해선 문제를 주제별이 아닌... 노력으로는 한계 있음 )(그래서) 정부, 환경오염 감소 시스템 구축(법 제정, 대중교통... "
85,시간이 부족하다면 주제만 읽고 딱 브레인스토밍만 하시면 좋을 거 같고요. 예상 문제 의지하지 않아도 에세이가 잘 나올 수 있도록 연습하는 게 옳은 방향입니다. Speaking topics 라이팅 주제와... 
86,이는 평균적인 점수를 확보하는 것까지는 갈 수 있지만 목표로 하는 고득점으로 가기에는 한계가... 롸이팅의 경우 독립형 주제를 섭렵할 수 있도록 대 브레인스토밍을 지속하였습니다. 주장과 근거를... 
87,많은 기업에서 브레인스토밍을 하며 팀이 처한 한계를 극복하기도 하죠. 더 넓게는 회사를 살리기도... 그래서 요즘은 '브레이스토밍 + 조직화 관리'가 유행처럼 번지고 있습니다. 이것또한 애플이 단적인 예를... 
88,아이디어의 한계를 극복한다. 인식의 틀을 깨는 것이 중요하다. - 자유분방하게 최대한 다양한... 은연중에 브레인스토밍의 법칙과 주제의 팩트를 벗어나지 않게끔 유도하는 룰을 정해서 참여자들이 익숙하게... 
89,있으므로 브레인스토밍이 격차를 줄이는 첫 걸음이라는 의미가 있다&quot;며 &quot;건설적인 논의가 이뤄지길 기대한다&quot;고 덧붙였다. 하상안 신라대 교수(시당 공약개발단 위원)는 주제발표를 통해 &quot;강서지역에... 
90,살아있는 주제를 과학자들과 함께 말하고 토론하고 의견을 듣는 과학토크쇼 사이언스 얼라이브... 과학커뮤니케이션 - 브레인스토밍 : 연구 현장에서 본 한국 과학 커뮤니케이션의 한계와 가능성... 
91,"시 주제: 나는 이 공간에서 무엇을 하고 싶은가? 이날 #사회적자본지원센터 장용석 센터장을 비롯한... 구성하였고, 브레인스토밍 방식으로 토의가 진행되었습니다. 이에 조 구성원들은 다양한 아이디어들을... "
92,집콕놀이 대작전 엄마표놀이 매일 연구했는데 요즘엔 한계에 부딪쳐 억지로 휴식중 ㅋㅋㅋ 오랫만에... 나만의 코뿔소 만들기 .브레인스토밍 놀이 (생각 확장하기) .스토리 상상하기 .높이 있는 보물 내리기... 
93,"브레인 스토밍에서는 주제와 관련된 문제를 좁히면서 아이디어를 발상하지만, 고든법은 그 반대로... 한계설정법 기존에 없었던 한계를 설정해본다. 예를 들어 만루피라는 가격선을 미리 설정하고 개발한... "
94,"자료조사를 통해 얻는 것도 한계가 있고, 무엇보다 어떻게 시작해야 좋은 아이디어를 얻을 수 있을지... 분이 지나면 한 가지 주제에 대한 아이디어가 개 모이게 됩니다. 브레인라이팅이 브레인스토밍보다... "
95,"브레인스토밍학습 ) 정의 - 특정한 주제나 문제점에 대하여 학습자들이 자기의 의견이나 아이디어를... 방법 ※ 브레인스토밍은 바로 영어에서 표현한 것과 같이 브레인, 우리들의 뇌에서 스토밍, 폭풍우가... "
96,"브레인 스토밍이란? 년대 미국의 광고회사 BBDO사의 부회장 알 렉스 오즈본에 의해 창시된 회의 방식.... 토론 주 제를 설명한다 토론의 방향이 중구난방이 되지 않도록, 문제에 대 해 최대한 많은 제약을 둘... "
97,그래서 우리는 '일상사진(日常寫眞)을 주제로 선정하고 시각화 방법에 따라 개의 카테고리를 나눠 조편성을 했다. 그런데 스마트폰 카메라의 한계가 있다. 광학줌이 어렵다는 점이다. 즉 고정된 화각이 촬영에... 
98,"¤ 상대방을 만나기 전에 먼저 협상 주제에 익숙해져라. ¤ 상대방이 잘 아는 주제에 관해 이야기 하면서... 상대방과 브레인스토밍. ¤ 상대방을 지나치게 신뢰했은때 치러야하는 대가와 마찬가지로, 상대방을... "
99,"기법(브레인스토밍, 브레인라이팅, 마인드 맵, 스캠퍼, 강제결합법), TRIZ를 활용한 발명 기법, 아이디어... 길라잡이&gt;란 주제로 실제적인 내용을 알려주셨습니다. 덕분에 좋은 성적을 거둘 수 있는 참가팀의 구성... "
100,"빌딩, 브레인스토밍, 피칭의 과정을 거쳐 더 나은 사회를 위한 솔루션 아이디어를 도출해 내는 프로젝트입니다. 피티스타(PTSTAR)는 크게 개의 팀으로 나누어져 아래에 나와있는 서로 다른 개의 주제를... "
101,"데는 한계가 있다. 멋진 생각이 안 난다고 자책할 일은 아니다. 하여튼, 쓸거리를 마련하자면 이런 방법은 써볼 만하다. • 자유쓰기, 브레인스토밍 • 쓰면서 생각하기 • 주제를 논리적으로 전개하기... "
102,"유대인의 자녀교육법 탈무드 하브루타 새해가 되면서 다짐한 것이 몇 가지 있습니다. 아이들과 매일 시간씩 놀아주기. 그리고 국어, 수학, 영어 공부 도와주기. 저는 #사교육걱정없는세상 이란 모임을 통해 또... "
103,브레인스토밍을 해서 꼭 효율을 높여보자. !! 아자아자!! ⭐️ 월 '하울'의 워너 챌린지 ⭐️ ☑ 시작 . Re:verse 상표권 등록 신청하기 . Re:verse 주제 정하고 편 작성하기 (현재 편) . 카피 라이팅 온라인... 
104,"자신들을 한계를 정하지 않겠다는 것, 그게 바로 구이임PROJECT의 정체성이다. 무한한, 끝없는 가능성... ⓒ 브레인스토밍 김재설 무대 연출에 아이디어가 많다고 들었어요. &lt;마주하다&gt; 무대를 살짝... "
105,"오픈오피스에서는 개인의 사무업무, 팀 단위의 브레인스토밍, 전 구성원 대상의 업무 세미나 등... 서로 업무 관계성이 없어도 '아이브이웍스'라는 공통의 주제로 이야기를 나눌 수 있도록 하는 것이 행사가... "
106,"SQR, 브레인스토밍, 질문법이나 탐구법, 벤다이어그램이나 도해조직자(그래픽올거나이저) 등이 있다.... 개념이나 주제에 친숙해짐 -텍스트 표지구조 관련 독해 전략 증진 -교과에 관련된 깊이 있는 정보 제공... "
107,아이디어의 한계를 두어서는 안된다. ② 차례로 발언하는 것은 압박감을... filled=&quot;f&quot;&gt; &lt;브레인 스토밍이란?&gt; ㅇ 어떤 한 가지 주제에 관하여 관계되는... 
108,"브레인라이팅 '침묵의 브레인스토밍'이라 불리며, 브레인스토밍의 한계(의견의 집중, 상급자의 강한... 예상독자 , 책을 쓴배경, 책의 주제, 저자의 주장, 기타내용 등이 담겨있다. 머리말을 보면 책의 전체적인... "
109,원래 주제는 지나번 애.커.나에서 강연했던 '에버노트로 사업 아이디어를 확장시키는 법'입니다. 위와 같은 다양한(?) 섬네일과 제목을 만들어 브레인 스토밍을 거친 끝에 최종 제목은 이와 같이 탄생했습니다.... 
110,또 'COCOK'은 'Jack Daniel's st B-day'와 'Asolut Class'등에 참여하여 학생으로 할 수 있는 활동의 한계를... 또 각자의 미래에 대해 브레인 스토밍을 하고 그에 대한 이야기를 주고 받는다. 이러한 활동을 통해... 
111,설명하는 주제다. 맥킨지 컨설턴트 출신인 저자는 맥킨지식 논리의 기술을 프로젝트 실행부터... 이때 생각의 한계를 뛰어넘을 수 있도록 수평적인 분위기에서 브레인스토밍을 진행한다. 그리고 단계 ‘가설... 
112,"자료조사를 통해 얻는 것도 한계가 있고, 무엇보다 어떻게 시작해야 좋은 아이디어를 얻을 수 있을지... 분이 지나면 한 가지 주제에 대한 아이디어가 개 모이게 됩니다. 브레인라이팅이 브레인스토밍보... "
113,"트리, 브레인스토밍이 있다. 이 중에서 마인드맵과 브레인스토밍 방법은 일상에서나 공부할 때 흔히... 의 로직 트리 가지 주제로 요약하고 정리한다 가지 요점을 정리하면, 상대방에게 논리적으로 생각을... "
