,0
37,강화군 인구유출 예방 해법은 ‘학원 부족 해결’ 대학생 대상 공모 결과 군 행정에 반영 ‘강화군 인구 늘리기 대학생 아이디어 공모’ 최종 수상작 시상식 후 기념촬영 세 이하 인구가 %에 불과한 인천... 
38,"항상 부족합니다. 여유롭게 진행할 수 있겠구나 라고 생각했는데, 잠시 딴 생각을 하고 있다보면... 어떻게 광고도 없이 네이버노출을 만들어낼까? ④ 클라이언트의 미션을 스토리와 아이디어로 해결하는 방법"
39,"제가 진행하고 있는 자소서 컨설팅은 자소서 초안이 없거나, 초안의 퀄리티가 부족하여 처음부터 작성해야 하는 학생들을 대상으로 하는데요. 자소서 소재 선정부터, 구조 및 아이디어 추천, 최대한 빨리... "
40,아프리카 물 부족해결을 위한 아이디어 행복대야 안녕하세요 ^^ 오늘은 정말 좋은 정보가 있어서 하나 소개해드릴려구요 . 많은 아프리카 어린이들의 고통을 tv나 다양한 매체를 통해서 접하셨을거에요 . 그... 
41,"다양한 아이디어가 쏟아졌으나 원래의 주제인 &quot;서울 일자리 부족, 지역의 일손 부족 해결 위한 도농상생 아이디어&quot;와 거리가 있는 아이디어들이 많이 도출되어 아쉬움이 남는 회의였습니다. 어버이날 받은 선물... "
42,페루의 물부족 해결 아이디어 입니다 과학의 발전이 인간에게 도움이 되야 하는건 당연하겠죠 습기를 이용한 물탱크 .. 진짜 기발 합니다
43,이런 발명과 성공이 흔하진 않겠지만 그래도 찾아보면 의외로 만날 수 있습니다. 바로 이런 것처럼요. 불편과 부족은 아이디어 발상에 좋은 재료입니다 감사합니다.
44,[유머웃음] 페루의 물부족 해결 아이디어.jpg 그런대..정말 대단하긴한대... 정말 저게가능한걸까?...음.. 아레는 이걸본 뎃글.. 그러타는군요..
45,"창의적 아이디어가 사막에서 빛을 발하다. 물부족을 해결하는 지구촌 사람들의 반짝이는 아이디어 창의적 아이디어의 지식 리더 할지라도 황금시대의 청춘에서만 인도하겠다는 아니더면, 능히 보라. 피부가... "
46,정보 해결하고 한번에 성공하기 [상담신청] 바로 확인하기 특허 진행절차 확인하기 지식재산권이 하나의 경쟁력이 되는 시대에 특허가 중요해지고 있습니다. 특허권은 소유하면 내가 제작한 발명과 아이디어에... 
47,"아이디어특허 보완하려면 어떻게할까 아이디어특허 YES or NO? 특허가 물품, 물질, 방법 모두 등록이... 거절된다고 해서 좌절하는 게 아닌 문제를 빠르게 해결하는 게 중요하니, 변리사와 상담을 통해 부족한... "
48,거미줄에 이슬이 맺힌 모습에서 ‘물 부족을 해결의 아이디어’를 얻었다면 믿어지시나요? 바로 와카워터(Warka water) 이야기입니다. 이탈리아의 건축가 아르투로 비토리(Arturo Vittori)가 고안해낸... 
49,"문제를 해결하는 아이디어 불패의 기술 에필로그_고객의 상상을 뛰어넘어야 마음을 사로잡을 수 있다.... 한두 번 만에 좌절하면서 '내가 부족한가', '나에겐 능력이 없나' 의심할 필요가 없다. 내가 실패하는... "
50,의료 분야에서는 의료 인력과 병실의 부족으로 어려움을 겪고 있죠. 이 밖에도 많은 일상 속에서... 문제 해결 아이디어를 제시하기 기대한다”라고 말했습니다. 글 발췌: 전자신문 권혜미기자 편집: 최효정... 
51,"도로교통공단 대국민 일자리 창출 아이디어 공모전 ▣ 공 모 명: 도로교통공단 대국민 일자리 창출... 원전으로 에너지 부족 해결 . 대통령 사저를 원전 옆에 둠으로써, 원전의 안전 부문 기술 발전 기대... "
52,"이 중, 하나라도 미흡하거나 부족한 부분이 있다면 중간사건이 발생하거나 거절 결정을 받을 수 있기 때문에 철저한 준비가 필요합니다. 아이디어특허등록을 받기 위한 준비 과정은 아래와 같습니다.... "
53,주방의 수납공간이 부족하신분들은 이번 현장을 참고해주세요 필요에 맞게 수납장을 제작해 편리하게... 함께 집을 꾸며보세요. 이번 포스팅으로 리폼 아이디어를 얻으셨길 바라며 다음에 뵙겠습니다.
54,"빠르게 해결해줄 수 있는 순발력을 가지고 있는지 판단하셔야 합니다. 아이디어 실용신안 특허 전문... 이 중에서 하나라도 부족한 부분이 있다면 등록이 거절될 수밖에 없고, 통지받은 문제를 해결하지 못하면... "
55,"위의 문제처럼 '아이디어 부족'으로 아깝게 틀리는 문제가 늘 -문제입니다. ㅡ,.ㅡ (아직 실력이 부족해서 틀리는 문제 빼고요.) . . . 손을 대지 못하는 문제가 아니라, 거의 , 프로까지 해결했는데 답이... "
56,콘텐츠 부족 문제를 해결하기 위해 꾸준한 지원 방안이 필요한 상태다. 이런 지원 방안의 하나로 개최되는 이번 경진대회는 국산 XR 디바이스 특화 메타버스 콘텐츠 아이디어를 발굴해 XR 디바이스 생태계... 
57,인내심이 부족하고 결과에 집착한다. - 사람들은 전체를 원한다. 하지만 오로지 부분에만 집착한다. 그러고는 최상의 해결책이 아니라는 사실에 실망한다. - 사람들은 자신이 '믿는'대로 '본다.' - 기존의 정보와... 
58,일손부족 해결  비대면 평생교육 활성화 등 코로나 블루 극복을 위한 아이디어 공모전 접수 : 상주시 홈페이지에서 필요한 서류를 내려받아 공모 기간 내 제출 - 전자우편 : *******@*****.** - 방문 및 우편... 
59,"애덤 그랜트는 “참신한 아이디어가 부족해서 어려움을 겪는 기업, 지역사회, 나라는 없다.”고 했는데... 지리 교육이 겪고 있는 어려움을 해결할 수 있는 아이디어, 내가 선생으로서 겪고 있는 어려움을 해결할... "
60,"장르 : 경제 경영 평점 : ★★★★☆ 추천 대상 : 크리에이터, 기획자, 새로운 아이디어를 찾는 독자... 개 중에 개만 살아남는다  p. 퍼센트의 법칙 한두 번 만에 좌절하면서 ‘내가 부족한가’... "
61,이규연: 문제점을 정하는 것도 어려웠지만 가장 어려웠던 건 문제 해결 방안 아이디어를 도출하는... 지식이 부족하기 때문에 추후에 다른 대회나 공모전에 나간다면 꼭 앱을 개발하고 싶습니다. . 이규연... 
62,한국에 부족함을 느꼈어요. 과거에 비해 인권 문제가 대두되었고 사회적 약자를 둘러싼 사회 환경이... 정책은 창의적인 아이디어만으로 해결이 되지 않음을 느꼈어요. 다양한 관점에서 다양한 생각을 할 수... 
63,특허신청 처음부터 끝까지 한번에 해결하려면 아이디어를 지킬수 있는 확실한 방법은? 나의 아이디어를... 경험이 부족한 일반인에게는 완벽하게 해결하기 어려운 사항들이 많습니다. 각각의 절차와 요건 필수... 
64,또는) 아이디어 도출 도구다. 오늘날의 시넥틱스는 광범위한 영역의 문제해결도구로 쓰이지만... 로는 부족했던 것 같다. 대부분 한국 조직들은 이 준비기간을 생략한다는 것이 가장 큰 문제다.... 
65,[해외창업아이디어] InfiniteUSB- USB포트 개수 부족을 해결해주는 USB케이블!! 컴퓨터나 노트북 사용하시다가~ USB포트 부족해서 힘드셨던 적 있으신가요? 물론 USB 포트 개수를 늘려주는 USB허브가... 
66,"특별한 아이디어를 찾는 방법과 다양한 이모티콘 기획 노하우로 보다 제대로 준비해 이모티콘 승인에 도전할 수 있습니다. 어떤 이모티콘을 만들어야 하는지 고민된다면, 내 이모티콘에 부족한 점이 무엇인지... "
67,"^^ 옛날부터 항상 스스로가 창의력이 부족하고 아이디어가 부족하다고 했던 터라 이 책의 제목이 나를... 바로, 사고 전환을 통한 문제를 해결한 대표적인 사례가 될 수 있겠지요~ 그 외에도 나사의 백만달러... "
68,남극에 있는 빙산을 아프리카로 끌고가서 고질적인 물 부족을 해결하겠다는 야심찬 계획이... 물 부족으로 위기를 겪고 있는 아프리카에 큰 도움이 될 것 같습니다. 이 대단한 아이디어를... 
69,주차할 공간이 부족하기 때문입니다. 제한된 주차 공간으로 아무 곳에나 세워두는 자전거가 많아지고 또 오랜 시간 방치되는 경우도 발생합니다. 경찰이 단속을 한다고 해도 어쩔 수 없는 현실입니다. 특히... 
70,주차장 부족 등 교통 동네에 살면서 불편을 겪었던 문제의 해결방안을 머릿 속에만 보관 중인... 「년 성북구 청년 소셜벤처 혁신 경연대회」 여러분의 아이디어를 펼쳐보세요! ✅ 공모분야 지역사회... 
71,"바로 더스피릿이 연세 기부문화 발전을 위해 진행한 '기부 아이디어 발표회'인데요, 단원들의 넘치는... 런어스를 활용할 수 있는 새로운 방향을 제시하고, 교내 기부문화 인식 부족에 대한 해결 방안을 해외의... "
72,하나씩 부족함 수정: : 숫자에 이 하나씩 추가되어야 함 (본문에서도 백만원 -&gt; 천만원으로) _p...  [오탈자 정보] 사고법 도감: 문제 해결•아이디어 발상력을 높여주는 사고법  () ..... 
73,댓글 무엇
74,"문제 해결을 위한 아이디어 발상법을 용도변경, 복제, 분할, 역사고, 대칭파괴, 제거 이렇게 가지... 새로운 시대에 대한 두려움과 걱정이 큰 사람이나 창의적 발상이 부족해서 보완하고 싶은 사람이 읽으면... "
75,물건너온 소식신기한제품 물 부족을 해결할 획기적인 그러나 무모해 보이는 히말라야 워터... 이 녹는 빙하를 거대한 구조체에 담는 아이디어가 나왔습니다. 무슨 거대한 외계인 우주선 같아... 
76,"인력 부족으로 인한 재배 문제 해결 외 개의 추가 아이디어”, 심준형팀의 “파머스의 미래 발전 방안”이었다. 장려상 사진: 좌: 송하윤 팀, 중: 허은진 팀, 우: 심준형 팀 우수상 사진: 좌: 정준영팀, 우... "
77,"물 부족으로 인해 공중위생에 큰 불편을 겪고 있습니다. 인류가 이 지구에서 오래도록 건강한 삶을 영위해 나가려면, 이런 문제들을 해결해소하기 위한 연구와 노력이 필요합니다. 한화는 이런 이유에서... "
78, 컨테이너 사용법  공간부족문제 해결의 대안? 전세계 퇴역을 앞둔 컨테이너가 수백만개라 한다.... 자원도 재활용하고 공간을 저렴하게 창조하는 두 마리 토끼를 다 잡을 수 있는 아이디어가 될 수... 
79,이번 아이디어 공모는 지역 사회 문제를 주민 참여와 IT·SW 기술을 활용해 해결하는 ‘S.O.S LAB 구축 및 SW서비스개발 사업’의 일환이다. ‘S.O.S LAB’은 지역사회 현안 해결을 위한 현장밀착 프로젝트... 
80,빙산으로 물 부족 문제를 해결한다는 아이디어를 처음 낸 것은 년대 사우디아라비아의 모하메드 알 파이잘 왕자였다. 파이잘 왕자는 프랑스 과학자 조르주 모갱과 합동으로 이런 방안을 추진하는 회사를... 
81,라마의 겨울 습도가 높은 것은 사막에서 불어오는 뜨거운 바람과 바다에서 불어오는 차가운 바람이 만나서 생기는 이류안개현상과 이렇게 생성된 수증기(안개)가 비구름으로 발전하지 못하고 복사냉각으로 인해... 
82,많은 도전 속에서 많은 생각과 많은 아이디어와 많은 조언들이 왔다갔다 하는 세상 다들 힘내서 파이팅 !! 저희 달인 김종민점장님께서도 부족한 수납을 어떻게 해결할까 많은 고민을 하셨다고 하셨죠 ㅎㅎ..... 
83,"이번 아이디어가 가치있는 이유는 기존의 공유 경제 모델에 생명을 살릴 수 있다는 창의적인 생각을 담아, 장기기증 희망 등록이라는 행동을 실천할 수 있도록 했다는 것입니다.”라고 밝혔다. 원문보기"
84,문제를 해결한다.' 같은 짧은 소설을 써볼 수 있을 것 같습니다. *모든 제보가 콘텐츠화 되지 않을 수... 예전에 그려둔 '타로카드 스토리텔링'을 다시 보다가 이 아이디어가 떠올랐습니다. 비록 많이 부족한... 
85,[지속 가능한 이야기] 아이디어가 곧 돈이 될 수 있다면? 우리보다 부족한 사람들을 돕기 위해 발 벗고... 우리나라에서도 쉽게 적용할 수 있는 아이디어라서 더 관심이 갑니다. 문제를 해결하려는 노력이... 
86,", 국회의원회관 제  세미나실 SONY A ─ 이번 한 주는 너무나도 숨 가쁘게, 정신이 없이, 수면부족... 사실, 며칠동안 수면부족 상태로 있다가.. 너~무 피곤해서 잠깐 졸았는데 으음.. 이제 일어나면 되겠지..... "
87,물부족이 심해졌다. 파르코와 그의 친구 제로니모 토레스는 사업가 에두아르도 골드가 생각해 낸 아이디어를 활용하여 빙하 문제를 해결하고자 했다. 방법은 흰색페인트칠. 흰 물체는 검은 물체보다 빛을 많이... 
88,"부족 조. 분야 : 일자리 창출 팀명 : 스티브 JOB스 일자리지원정책의 비현실화 음,,, ,,는 제 아이디어... 농촌지역 청년인구부족 해결방안? 농촌 정주환경 개선 (청년주택 무료보급, 여성농업인 많이 이용할 수... "
89,"시장을 탐색하고 수요를 발굴하는 과정 창업 프로세스에 대한 지식 부족, 부족한 네트워크... (사업부에서 해결 요청 문제를 제시, 제안자는 해결 아이디어 및 기술을 제공하고 판매수익을 획득)... "
90,그리고 이에 대한 해결책을 만드는 것이 다음 차례겠지요. 한번 여러분 주변에서 개선이 필요한... 물론 많은 아이디어가 사실 현실화하기에는 아직 부족한 점이 많다고 생각합니다만 당당하게(?) 이런 발명품을... 
91,".. :: 기억을 걷는 대학생활 BSET  창의성개발캠프, 문제해결 아이디어 경진대회 CK 특별상... 경험 부족, 주민들과의 갈등 등 다양하다. 이 중 하나의 문제를 선택하여 해결 방안을 제시해보자!... "
92,[공부방법] 수학에서 실수나 시간부족 해결하기 * 수학에서 실수나 시간 부족 해결하기 - 계산 실수가... ) 단순하게 풀이속도가 느린 게 아니고 아이디어 잡는 속도가 느려서 푸는 학생은 속도 훈련이 소용없다.... 
93,"다름을 이루는 아이디어! 인플루언서 사장엄마의 비밀을 공개합니다! 부제: 최선의 결과를 내는 기술... 시간이 부족하고 바쁘다는 것을 기억하세요. 하지만 본인의 과정이 축적된 이후 강사로, 저자로, 또... "
94,정 교수는 “학생의 혁신적인 아이디어로 기업의 문제를 해결하는 데 도움을 주고자 한다”며... 시각디자인 분야를 담당한 김형석 교수는 “청년해결단은 관내의 기관과 학교가 부족한 부분을 서로 채워주는... 
95,"월 중순부터 시작해 월말까지는 순치기부터 알 솎기를 위한 일손이 태부족이다. 같은 시기 사과, 배... 제품 아이디어개발의 배경을 설명했다. 특히 이 제품은 한 가지 제품으로 철선의 굵기와 상관없이 모든... "
96,벤처인사이트 유진혁대표 스타트업 리더는 미치광이 &quot;세상의 문제를 해결하는 아이디어&quot; 가지... 자금부족 % .팀원구성문제 % .경쟁에 뒤져 % .가격원가 % ---------------------- 투자자의 관점... 
97,그렇기 때문에 GE는 에코메지네이션 챌린지를 통해 이를 해결할 아이디어를 함께 발굴하고... 기술과 아이디어를 보유하고 있지만 투자 유치나 정보 부족으로 상용화에 어려움을 겪고 있는 개인과... 
98,저장공간부족 해결방법 + 내장메모리 관리방법 * 스마트폰 메모리 관리  정리 (종합) Prologue 스토리 오늘 Guest Book 클릭! 세상이야기 스맛폰노예 탈출기 아이디어가 미래다 덧글이웃추가 퀴즈! 퀴즈! 퀴즈!... 
99,"언뜻 생각나는 아이디어 하나는, 올해(년)의 이 여름처럼 더운 시대가 되면---혹은 추운 겨울에도... 물 부족을 해결할 수 있는 절묘한 장치가 된다. 과거 예사로 보아오던 게 인간이 베낄 자연의 한 섭리를... "
100,"내 아이디어가 사람들의 물부족 문제를 해결할 대안이라고 생각하니 너무나 기분이 좋은거지요 빗물빌딩으로 자급자족의 시스템을 성공시키고, 우리나라. 나아가서는 세계의 건물옥상에 이 장치들이... "
101,"그리고 촌락의 문제(인구 부족, 고령화, 환경오염 등)를 모둠별로 나누어 가져 촌락의 문제가 잘 드러나... 그 뒤에는 그 해결책을 창업 아이디어로 가져갔다. 기업별 회의를 통해 우리는 촌락과 도시의 문제... "
102,보면 해결해야 할 문제에 대해 제시된 아이디어를 검토하기 보다는 자기 의견이나 이익에 맞지 않는다고 묵살해 버리거나 협의보다는 일방적 지시로 바꾸기도 하고 간혹은 부족한 아이디어에 대한 가혹한... 
103,그는 아이디어를 해결책을 찾는 것 보다는 문제에 포커스를 두는 훈련을 했다. 보통 사람들은... 아무리 만들어도 부족한 회의실이 문제였다. 이에 회사 건물이 위치한 거리와 같은 선상에 있는 커피숍과 모두... 
104,"다소 부족한 시간이었습니다. 이에 사전에 주제에 대한 스터디 및 논의가 이루어지게 도운 후 워크숍이 진행되었습니다. 워크숍은 현상 확인과 원인 파악, 해결 방안에 대한 아이디어를 도출하는 방식으로... "
105,"농업기계 제조사, IT 벤더, 로봇벤처 등이 각각 아이디어를 구현하면서 인력 부족에 허덕이는 농가에 활기를 불어넣고 있으며, 일본 정부 또한 농림수산분야의 과학기술 활용 및 혁신을 위한 &quot;농림수산... "
106,너무 부족해서 ㅠ 조금 더 구체적으로 설명드리고자 열심히 준비했습니다 ! 지난번 포스팅한것을... 이러한 국제광고 공모전을 준비했던 '창의적 문제해결' 수업은 . 아이디어 내기 . 카피 적기 (아이디어에... 
107,여름철 전력사용 대처방안 일본 전력위기대응 아이디어 참고 할만하다 양성배 팀장(전력거래소... 이러한 현실을 고려할 때 공급설비확충에 의한 수급부족 해결보다는 비용 효과적인 수요관리를 통해 소비를... 
108,"보통 ,원의 돈을 벌려면 분으로는 많이 부족한 시간입니다. 그리고 분이 아니라 시간이나... 사업아이디어를 얻을 수 있는 기회라고 볼 수 있습니다. 이것을 평생교육비 만원으로 해결하실 수... "
109,"고민을 해결하는데 힘쓰고 있는만큼 언제든 문의주시기 바랍니다. 발명품아이디어란? 연구나 발명... 만약 이를 사업으로 활용하기 어렵거나, 부족함이 있다면 산업적 이용 가능성을 충족하지 못하는 것입니다.... "
110,따라서 오늘은 남양주 평화협력 이슈를 소개하고 그 이슈들을 해결하는 아이디어를 제시하려고... 턱없이 부족하여 많은 시민들이 불편함을 호소하고 있습니다 네 번째 반려동물에 대한 수요도 높아지고... 
111,comogVodXL 백건필 작가님의 (아이디어 셀러) 창의적 문제해결 단계 중 자원 분석 에서 생각의 별... 각항목에 연관 단어를 적고 생각이 부족하면 네이버 구글을 검색해서 단어를 적어 넣는다.... 
112,아치프레임과 수납으로 다양하게 활용할수있는 알파룸을 만들고 색다른 아이디어로 매립된... 제작해드리면서 부족할수있는 수납을 해결해드렸다. 정면은 깨끗하게 막고 좌측에 아치프레임 매립선반으로... 
113,"아마존에서는 피자 판 (인치 피자 판으로 식사를 해결할 수 있는 인원수, 보통 ~명 정도)이라는... 얘기해야 아이디어가 잘 나옵니다. 그러다 시간이 부족하면 추가하면 됩니다. ⏳구글의 Crazy 시간... "
114,주상복합의 특성상 수납공간이 부족한데 이 문제의 디자인적인 해결 . 북유럽과 세미 클래식 스타일의... 수납공간이 부족하다는 요청에 저희 스태프들이 다양한 아이디어를 쥐어짜낸 곳인데요. 침대헤드... 
115,"손혁상 코이카 이사장은 이와 관련해 &quot;아직도 전세계 곳곳에는 전염병, 기후변화, 일자리 부족, 빈곤 등 해결되지 못한 사회 문제가 산적해 있다&quot;며 &quot;사회문제를 해결하는 다양한 혁신 아이디어를 적극... "
116,원광대특성화사업단 원광대창의성개발캠프 원광대TRIZ자격증 문제해결아이디어경진대회 이 글을... 준비시간이 부족했다는 학생들의 의견을 적극 반영하여 학년도부터는 캠프가 끝난 뒤 일주일간... 
117,^^ 애플 아이폰아이패드에어 용량 부족해결. 애플메모리확장 iBRIDGE OTG Leef라는 회사의 애플... 꽤 심플하면서도 나름 아이디어를 내서 잘 만든 제품입니다. 디자인도 꽤 예쁘네요. ^^ 캘리포니아의... 
118,"이 짧은 과정을 통해서 창업에 대한 직접적인 고민과 문제점, 해결방법 등을 구체적으로 고민해볼 수... 단순한 아이디어만으로는 부족하게 됩니다. 수원대 학생들은 실제로 자작곡 스트리밍 서비스, 사무실... "
