,0
18,ㅜㅜ 연료전지는 아직도 발전단계이고 불순물이 포함되었을 때 그 효과가 전혀 없어진다는 단점이... 아이디어회의를 거친 후에는 주문한 재료를 가지고 샘플링을 시도해 보앗어요!! 중심 축이 되어줄 원판을... 
19,단점은 말만하면 입냄새가 핵폭탄! 하지만 꿋꿋하게 조회의를 하러 강남역 번출구 포커스큐브로... 소스까지 싹싹긁어먹고 언니 동생 생일이라고 일찍헤어지고 집에 왔더니 노아이디어 스냅백 택배가... 
20,읽은날짜 : ..~. 핵심키워드 가지 뽑아보기 : #인풋 #아이디어발상쓰기 #아이디어선택 도서를 읽고 내점수는 (점만점에 ~ 몇점?) : 점 한줄요약 : 아이디어는 인풋이 프로 아이디어가 프로 한다.... 
21,게임 방법은 비슷하나 다빈치 코드의 단점을 보완했네요. ✔시냅스 이 게음은 학습적으로 이용하면 좋을것 같아요. 길찾기. 촉감에 관년된 카드도 있네요. 아이디어 회의도 두뇌를 깨워서 한다면 조직의 새로운... 
22,연금아띠의 월 팀활동을 위한 '아이디어 회의' 모든 대외활동의 '아이디어 회의'가 그러하겠지만.... 회의하기에도 적절한 장소입니다.단지. 주변의 소음이 심하다는 것이 단점이지만. 그래도 괜찮았던 것... 
23,아이디어 회의를 하다보면 뭔가 번쩍 하는 아이디어가 떠오를 때가 있다. 이럴 때 한마디 한다.... 하나에 꽃히게 되면 그 아이디어의 '단점'을 못보는 장님이 된다. 이를 해결하기 위해 PMI 단계가 꼭 필요하다.... 
24,"왜냐면, 그 어느 누구도 어떻게 아이디어 회의를 했고, 업체소싱, 마케팅, 어떻게 팀원들과 소통하며... 커진다는 단점이 있다. 카드를 크게 만들자 -&gt; 카드 치고 너무 커짐, 애매하게 큼, 모니터 옆에 달기도... "
25,오늘은 형님과 가게 마케팅에 관한 아이디어 회의를 했드랬죠~ 제가 저녘을 안먹고 왔을까봐 떡볶기랑... 여성고객들이 주 타켓 단점은 조리시간이 분정도로 길다라는것.. &quot;일반계란찜&quot;의 장점은 조리시간이... 
26,"아이디어회의, 기사계획서 작성, 기사작성, 피어리뷰, 원어민 교수님의 피드백, 디자인작업... 최근에는 형광펜을 쓸 때, 뒤에 글씨가 안 보이는 단점을 보완한 투명 플라스틱 형광펜이 발명되었습니다.... "
27,"공모전 회의록  . 상황인식+통계 . 아이디어 창작, 제품 조사 . 가상의 사용자 - 사용자 편의 고려 . 장, 단점 고려 . 사용방법을 효과적으로 전달할 방법 . 기대효과 . 시각화 모형 제작 순서입니다... "
28,ideation 기 차회의에 참석하였습니다. 지난번 차회의에 이어 오늘은 상생교류를 위한 아이디어를... 떨어지는 단점이 보이기는 했지만 쓰여진 아이디어를 그대로 사용하지 않고 조금 더 구체화하는 것이... 
29,많이 달지않아그런지 사러 오시는분들이 많은듯~~~ 딱하나 단점은 화장실이 불편하다는..... 가로수길 건물들은 지어진지 오래된 건물이 많은관계로~~ㅎㅎ 다음번에도 이곳에서 #아이디어 회의를 해보아요!!
30,협동 아이디어 회의를 주최하고 직원들로부터 질적이고 풍부한 아이디어를 끌어낼 커다란 개선... 단점 산출 방해(Production locking) 브레인스토밍은 타인의 이야기를 경청하도록 되어 있기 때문에 타인의... 
31,않고 단점을 관리하는 데 집중하는 '예방 중심적' 성향인지 파악해 그에 따라 제안을 구성해야 한다. 향상 중심적 관리자는 아이디어가 엄청난 장점과 함께 새롭고 흥미로운 기회를 제공하는지 궁금해할... 
32,멀티 태스킹을 위한 스플릿 뷰 화면분할 모드로 파일 공유와 아이디어 회의를 동시에 진행할 수... 단점이 있다면 기존 TV의 -배 가격으로 주로 기관이나 회사 등 개인 용도로 사용하기에는... 
33,아이디어 회의 방식입니다. 그리고 그 아이디어들을 조합하고 수정하여 발전시켜 나가야 겠죠? #에서 소개드린 브레인 스토밍의 유일한 단점이라면 개인의 각각의 아이디어보다는 현재 대세에 치중거나 한... 
34,"스타벅스의 단점은 의자가 쇠라서 엉덩이가 아프다는 겁니다. JM과 공간은 괜찮고, 부전 도서관도 아주... 다른 아이디어도 모아서 출판사에 한번 제안을 해봐야겠습니다. 오늘자 뽀모도로 그렇게 시간 가는 줄... "
35,없는게 단점 이긴 합니다 엑셀을 많이 사용하는 분들에게는 우측 숫자키는 꼭 필요하긴 합니다만... 있어 회의도 가능합니다 아이디어패드의 또다른 신기한 점은 바로 도 까지 열리는 힌지 입니다 저는... 
36,평내동 주민총회 ♥ 평내동주민자치회 ♥ 열린마을꾸밈단 ♥ 마을사업 아이디어 발굴 완료 과정과... 장점 단점을 요모조모 따져보는 것에서 시작하였습니다 아쉬운 점 ㅡ 좋았던 점 ㅡ 살펴본 뒤에 ... 생활... 
37,"화상회의도 OK. 키보드까지 합쳐서 g의 강력한 휴대성을 바탕으로 워드 문서작업 생산성까지 챙겼습니다. 나는 고사양 pc 필요 없다! 문서작업, 영상 감상, 웹서핑 등의 용도가 주라면 레노버 아이디어패드... "
38,아침을 먹은 후 아이디어 회의를 하는 시간을 가졌습니당ㅎㅎ 아침은 조식뷔페 스크램블 에그가... 장단점을 분석하여 단점을 보완하고 추가적인 장점을 더하면 더 경쟁력을 갖추기에 좋은 아이디어가 될거라고... 
39,커.피.칵.테.일 완전 맛있어요 ㅋㅋㅋㅋ 나중에 꼭 꼭 드셔보시길 바래요 단점은 양이 작다는 거....? 창의적인 아이디어를 얻으려면 확 트인 곳에 가서 하면 좋을거야! 에서 시작된 저희 월스데이의 피크닉 회의... 
40,"오전 두 시간 동안 회의나 업무 지시도 하지 않고 전화나 이메일도 받지 않으며, 일에 몰두하는... 한계나 단점, 아이디어가 가진 차별화 포인트나 성격 등을 찾는 방법 ) PPC 기법 긍정적인 면(Positive)... "
41,"그렇다면, 식용 곤충의 장단점을 살펴볼까요? 식용 곤충은 위와 같이 단점이 확연하지만, 다양한 장점으로 인해 시장이 성장해 가고 있습니다. 그렇다면, 이러한 단점을 보완할 수 있는 식용 곤충을 활성화시킬... "
42,"않는다는 단점이 있었다. 즉, 사람들에게 쉽게 다가가면서 고급적인 브랜드 이미지를 가지기 위해서는... 다음 회의 월 일 문제점 및 해결, 아이디어 종합 회의, PPT 디자인 폼 정하기 년 월 일 아이디어를... "
43,내 단점들과 직접 마주하는 과정으로 느껴진다. 포장된 매끈한 돌을 사포로 미친듯이 갈아버리는 느낌.... 얼레벌레 아이디어 회의에 참여하게 됐다. 평소에 잘 접하지 않은 생소한 주제여서 이해도가 굉장히... 
44,"고치고 싶은 나의 성격 단점은 무엇인가요? © planet_fox, 출처 Pixaay 나도 그렇다. 부지런하다는 착각은... 나은 아이디어가 만들어지기도 한다. 내 마음의 조급함은 어디서 나온걸까? 차분하고 조리있게 표현하는... "
45,"회사의 아이디어 회의였는데, 어느 정도 공감하며 읽었다. 아무 말이나 툭툭 내뱉을 수 있는 회의... 어서 아이디어가 나오라고 재촉하는 행동력까지 골고루 갖추게 됐으니까. 누군가의 단점마저 사랑하는 일.... "
46,"PC와 모바일로 웨일온을 실행하는 방법, 참여하는 방법, 장단점 순서로 적어놨다. 웨일온 시작하기 - PC... 보수교육이나 단체강의에서는 저작권 등을 보호하기에는 좋지만 팀회의 등 아이디어가 순식간에 생겼다... "
47,그 밖에 회의를 진행하면서 팀원 각각이 갖고 있는 장점과 단점이 더 눈에 들어왔다. 성질 급하고 다혈질의 기질만 보이는 줄 알았던 사람이 매우 정갈한 글씨로 또박또박 필기를 하며 팀 아이디어 회의... 
48,램프쪽으로 설계되는 호실은 면적도 크고 지하층의 단점을 보완하고 있네요 층입니다. 개의... 아이디어 회의를 할 수 있는 공간도 많이 필요로 하구요. 근사하죠? 이것은 사무실인가 호텔 로비인가. ㅎㅎㅎ... 
49,위해 아이디어 회의를 진행했는데요. 아이디어 제안을 위해서 아이디어 주요 내용을 정하고 그에 대한... 아이디어를 구체화할 때에는 각 개인이 기존에 오프라인 매장을 이용하면서 느꼈던 불편한 점과 단점... 
50,"정기적으로 진행하는 아이디어 회의 때는 건물 내내 미리 잡아둔 회의룸으로 향합니다. 연말이 다가올... 공유오피스의 장점은 곧 단점? 업종, 업무 성향에 따른 양날의 검 이렇듯 화려하게 나열된... "
51,"최근 새롭게 업그레이드된 삼성 Flip는 이러한 단점을 보완해, 아이디어 회의나 협업을 할 때는 물론 강의 등을 할 때도 유용한 활용이 가능합니다. 칠판에 메모하듯 스크린에 직접 그리고 메모하며... "
52,"영화 외적인 잡다한 얘기를 먼저 하자면 개인적으로 책이든, 방송이든, 영화든 단점만 말하며 비판을 하는 것을 좋아하진 않는다. 업무할 때도, 아이디어 회의를 할 때도 대안은 없이 비판만 하는 사람들이... "
53,"예컨대 gather.town에서 방을 돌아다니며 회의를 하거나 누군가의 발표를 듣는 수준. 여기서의... 이 기술을 체득하게 되면 단점이 하나 있다. 대부분의 교육, 교과서가 불만족스럽게 느껴지게 된다. &lt;&gt; 많은... "
54,"즉, 비대면 회의 단점은 보완, 예방하면서 장점을 극대화 할 수 있도록 비대면 회의를 진행하면... 비대면 회의라고 해서 아주 특별한 것은 아니라고 생각합니다. 회의 본질인 아이디어를 발산하고... "
55,"강남이 좋은건 전국민이 아는 사실이지만, 유일한 단점이 한강뷰 조망권이 안나온다는 것. 반대로... 라는 질문에서 시작된 사업 아이디어 회의(?) 머리가 굳어버린 상태여서 창의적인 아이디어를 내는 것은... "
56,월 일 정기 회의 와 같은 단점도 있었습니다. 따 라 서 . 일회용컵 대신 하드보드지로 박스 처럼... . 정기회의 설명문 작성 설명문 작성은 혼자서 타닥타닥 작성하고 있었는데.... 아주 기발한 아이디어로... 
57,그런 부분을 사전에 방지하기 위해 스티커를 부착하는 분들도 계시지만 간혹 모르는 상태로 회의를 한다거나 떼었다 붙였다를 반복하며 끈적임이 남을 수 있는 단점을 보완하기 위해 레노버 아이디어패드... 
58,"눈치) 프로젝트 매니저다 보니 장점이자 단점은 정말 도처의 여러 stakeholders와 커뮤니케이션을 하게... 갈등 등에 대해 보고하고 피드백을 받는다. 이외 콘텐츠 릴리즈 회의, 기획 회의, 아이디어 회의"
59,브레인 라이팅 - 브레인스토밍의 단점을 보완하여 등장한 것이 바로 &quot;Brain Writing&quot; 이 방식은 자신의 주장을 내세우는 일을 어려워하는 사람들의 아이디어도 취합 할 수 있다는 장점이 있다. 방법은 회의 주제가... 
60,"구성 또한, 앞 부분이 에피소드 중심이라면 뒷 부분은 요약과 어떤 기업들이 무한 아이디어 회의(였나..... 적합한 회의의 이미지를 잘 그려내고 있다. 음, 그래도 역시 단점을 꼽자면 딱히 메모하고 싶은 구절이... "
61,아담하면서도 세련된 인테리어~ 단점은 두세명이상 오면 자리가 없다는거에요..ㅠㅠ SMOKING AREA!! 여기서 담배를 핍니다. 여기서 담배를 피워주세요~ 엇! 내부를 구경하다보니.. 커피가 나왔습니다. 으잉.사진이... 
62,"포스트 잇 등으로 누가 낸 아이디어인지 모르도록!!!  회의에서의 의견충돌은 서로의 기분을 나쁘게... 표 단점 : 딱 하나만 고르고, 나머지 아이디어는 버려야 한다. 고로 인 여러개의 표를 줘야한다. *로... "
63,"이곳에 앉아 다음 시즌 제품에 대한 계획과 품평, 각각의 아이디어 회의가 활발하게 될 것이란 기대를... 년 넘게 거의 매일 들다시피 한 가방인데 사용하다 보니 단점이 보였습니다. 막 다루어도 전혀 헤지거나... "
64,"점, 회의도 평소같이 전화하는 것 같아서 덜 지친다는 점에서역시 공모전은 행복해야해 ^___^ 행복공모전~최대 단점은 둘 다 P라 미루고 미루고 미루면 흐지부지 될 수 있다는거 (여러번위기를겪었다) 영상 부문... "
65,"예를 들어서 찬반 팀 나눠서 아이디어 회의 할 때 저는 다른 사람 의견 전부 적고, 제 의견 할 때... 자신의 장단점 (개별) . IBK 금융주치의에 대해 말해보라 - (자소서에 써서) . 영업점 운영 방향 알고싶으면... "
66,"장점과 단점을 확인하십시오. 이렇게 하면 앱 개발 실수를 방지하는 데 도움이 됩니다. . 리뷰 사이트에 앱의 대략적인 버전 업로드 AngelList, ProductHunt 등과 같이 앱 아이디어를 제출할 수 있는 여러 웹사이트가... "
67,"단점으로는 화상회의를 기록할 수 없답니다. 구글 Meet 안전하게, 어디서든, 어느 기기에서나, 선명하게... 하나의 칠판에 많은 사람들이 동시에 들어와 포스트잇을 붙이며 질문에 대한 답변, 아이디어 공유 등... "
68,"각종 회의며 영업관련 브레인스토밍,아이디어등 오만잡다한 생각에 휘어잡혀 정리가 않되는 경우가... 높다 단점: -최대 마이드맵 박스는 개까지만 생성이 가능한 한계는 있다 -일부 고급기능 및 클립아트... "
69,사람과 회의를 하거나 토론의 장으로 생각한다는 느낌을 받았습니다. 지금부터 하나하나 세세하게... 서재인테리어 아이디어에 나오는 사진은 원목이라기보다 MDF 시트지 가구 같아요. 그러지 저리 라운드... 
70,아마존식 아이디어 회의 - 아이디어가 샘솟게 하라 장. 아마존식 진행관리 회의 - 프로젝트를 확실히... 평소 자주 이야기를 나눈면서 단점을 매번 지적하면 직원도 자신에게 부족한 점을 알기에 제대로... 
71,따분한 회의를 효과적으로 활용하는 방법 아이디어 스킬 ⑫ 결과에서 역산한다 - 단점을 발견한다 아이디어 스킬 ⑬ 조합한다 아이디어 스킬 ⑭ 부정적인 발상 아이디어 스킬 ⑮ 뒤집어서 생각한다 아이디어... 
72,"빈손으로 회의 참가 금지 (회의에 아이디어 없이 참가하지 않는다.) . 리더를 정한다. . 다 같이... 장점, 단점으로 선택하지 않는다. 기준으로 선택한다. * 아이디어를 많이 내면 낼수록 좋은 것이 나올 확률은... "
73,많은 회의 끝에 추려진 가지 아이디어! ) 소비자의 공감을 얻으면서도 제품과 연계되는 스토리 - 레퍼런스 &quot;요알못 특징&quot; - 장점 : 소비자의 공감을 유발하는 포인트 제작이 비교적 쉬울 것으로 판단 - 단점... 
74,"대한 아이디어를 표현한다 유럽 의회의 경제, 과학 및 삶의 질 정책 부서는  개의 그룹으로 나뉘어 진... 합의회의의 기회와 문제점 로봇의 장점과 단점에 대한 논의는 산업과 소비의 세계와 건강 영역... "
75,알고 보니 전화영어는 어색한 대화의 부담감이 있어서 큰 효과를 보기 어렵다는 단점까지 있더군요.” -막막했겠습니다. “어떻게 해결해야 하나 고민하던 중 미국으로 교환학생을 다녀온 팀원이 아이디어를... 
76,못 채워요&quot; &quot;중요한 건 내 자질이 무엇인지 내 열정의 원천을 파악하고요&quot; &quot;장점을 알았다면 단점을... &quot;아이디어 회의를 하다 보면 새로운 아이디어가 나오더라도 주저하는 때가 있습니다&quot; &quot;불안에 떨다가 나도... 
77,이런 식으로 클럽에 가입하면 혜택과 단점이 모두 따릅니다. 많은 사람들이 커뮤니티에서 새로운... 서로 아이디어를 직접 공유할 수 있는 정기 모임을 제공한다는 것입니다. 클럽은 사회의 필수적인 부분입니다.... 
78,오늘 아이디어 회의에서 당신의 활약은... 말해뭐해 [대학내일]의 데이터 자본력을 바탕으로 트렌드를... 손해없잖아요 무료라는 점에서 단점은 없는 캐릿. + 캐릿 인스타그램 팔로우하면 ㅋㅋㅋ 에디터의... 
79,"아이디어 회의를 할 때 필요한 자세는 바로 멍청해지는 것! 그들이 갖는 그 멍청해지는 시간이 왠지... 단점까지 좋아하기 위해선, 그 단점을 집요하게 관찰해야만 한다. 범수의 짧은 대사 속에선 이런 노력이... "
80,다른 일을 하면서 아이디어를 떠올림 &gt; 따분한 회의는 아이디어를 내기보다 인풋을 위한 시간이라고... 장단점으로 선택하지 않는다 최고의 아이디어라도 단점은 있고 최악의 아이디어라도 장점은 있음... 
81,학급 회의에 내가 지목하는 애가 이야기를 시작해서 좋았음 공약을 지키지 못해 아쉬웠음 공약을 잘... 아이들이 말이 되냐며 아우성이지만 선택하는 과정에서 자연히 도태될 아이디어이다. 오히려 저런... 
82,소통 판매자 본인의 단점과 장점을 살려 더욱 개선의 여지를 줄 수 있으며 또한 경쟁적이고 무차별적이였던 광고를 뒤로하고 다양한 경쟁업체를 참고하고 소통하며 협력의 형태로 소비자에게 다가갈 수 있다.... 
83,P란 Plus로 아이디어가 가지고 있는 장점을 말하고 M이란 Minus로 아이디어가 가지고 있는 단점을... ▽이제 시작이다=네오위즈의 저력은 회의에 있다. 직원 명은 아이디어가 떠오를 때마다 팀 단위로... 
84,게 단점이당.. + HMG도 주에 한번씩 트렌드 리포트가 나가는데 이게 정말 까다롭고 힘들다..ㅜ 그래도... 디스크립션도 많이 쓰고 아이디어 회의도 제일 많이 한다 이번에 내가 낸 아이디어로 곧 콘텐츠가... 
85,"직면한 문제를 해결할 수 있는 최강의 무기, 아이디어! 회의 시간만 되면 꿀 먹은 벙어리가 되어 남들이... 파악한다-단점을 장점으로 바꾼다 다른 장소에서는 어떨까?-술, 약……일본과 외국의 규칙, 그 놀라운... "
86,아이디어 회의는 물론 여유를 누리기에도 좋은 테이블 이곳은 영화 리틀 포레스트를 모티브로 만든... 것이 단점. 창호지 문을 열면 우드톤의 침실 의뢰인 둘이 쓰기에 충분한 침대 감성 툇마루 한옥은... 
87,"년 월 일 시 구글미트로 보완점에 대한 회의를 진행했다. 먼저 자신의 생각을 블로그에올리고... 공간별 아이디어 빛의 섬, 대화의 섬 - 녹지와 미디어아트, 조명을 결합하여 사계절 및 야간에도... "
88,사람들과 모여 그냥 회의한다고 해서 나올리 없다. 아이디어가 나와도 검증해보면 허점이 너무 많을... 어떤 논문의 아이디어의 단점을 다른 논문이 지적하고 이를 해결하는 아이디어를 제시한다. 꼬리에 꼬리를... 
89,"여섯째, 조금 더 매끄럽게 진행하기 위해서는 금일 회의에 대한 장.단점을 참여자들에게 직접... 새로운 아이디어 제안해 주기 보통 남의 의견에 첨언해 주기, 미국인들은 이를 피기백(Piggyack)이라고 함... "
90,전도팀 안에서도 꾸준한 아이디어 회의가 필요하다. 아이디어를 모으는 방법 가운데 하나로... 참신한 아이디어가 이 때문에 빛을 못 본 경우가 많다. 이러한 단점을 해결하기 위해서는 처음부터 모든 사람이... 
91,"기존 시장 조사 아이돌팬덤(팬층을 위한-멤버 소개가 없음) .대상 팬층, 아이돌에 관심이 있는 사람 .장점 그 아이돌 가수의 정보,노래들을 볼 수 있음 .단점 정확성,잘못된 정보,추가할 정보(의견 피드백)"
92,기존의 화학적 접착제(glue)는 젖은 조직표면에서 접착력이 저하되고 조직에 염증반응을 일으키는 단점... 많은 모임과 아이디어 회의 끝에 ‘조직에 침투해서 맞물림으로 접착력을 이룬다’는 큰 틀을 확립할 수... 
93,있는 단점이 있다. 회의 주재자의 발언권에 대한 독점은 회의 참석자들의 열의와 집중도를 떨어지게... 발상으로 아이디어나 의견을 내는 회의 방법이다. 창의적인 아이디어의 개발을 위하여서는 참가자... 
94,"주거 분과에서는 청년주택의 단점을 보완할 수 있는 청년소통관 필요, 보편적 교통복지 지원 등의... 청년정책추진단은 이번 경기도 회의에서 도출된 다양한 청년들의 아이디어를 적극 검토하여 내년도... "
95,브래인스토밍이 원활하게 진행되는 환경이 아니기에 아이디어가 잘 안나옴. . 딴짓(?) 가능. 물론 이외에도 더 많은 장단점이 있겠지만 개인적으로 나는 온라인 회의가 별로였다. 평소 의견을 낼 때 주위 사람들... 
96,"특정 아이디어에 대해 P단계에서는 장점(Plus), M단계에서는 단점(Minus), I단계에서 는 흥미로운 점이나 개선점(Interesting)을 집중적으로 논의함으로써 아이디어에 창의성을 더할 수 있다. 독특한 회의법으로... "
97,[아파트 후분양제 전격도입 LIVE회의] 모델하우스 아닌 완공된 집 보고 구매할 수 있다면? ‘아파트... 토론자분들은 물론 댓글로 참신한 아이디어 보태주신 여러분 덕에 많은 인사이트를 얻었습니다. 이렇게... 
98,배우고 단점은 극복하는 과정을 만들어 가야 합니다. 이건 작심삼일이 되기 쉽기 때문에 중간관리자의... 여덟번째는 아이디어 회의를 많이 하자고 했습니다. 혼자서 할 수도 없고 지시하는 문화에서는... 
99,본인의 장점과 단점에 대해 작성하고 입사 후 어떻게 활용할 것인지 작성해주시기 바랍니다. ... (이하... 아이디어 회의에서 클라우드 시스템 도입을 제안하였습니다. 업무용 PC의 정보를 하드디스크에... 
100,숱한 아이디어 회의를 하고! 솔. 직. 히! 남편과 저는 이쪽 업계 사람 수준으로 이런 일을 좋아해서 하는... 이거 한번 쓰고 나면 인조대리석은 못쓴다는게 치명적인 단점이 되겠네요 +.+ 싱크대 아래에는 기존에... 
101,"이때는 회의 고유 아이디어 비번을 알고 있어야겠죠(호스트; 회의 주관자가 볼 수 있음) 아이디와... 부분에선 네이버 '웨일 온'이 편하다고 생각됩니다 계속 사용해보면서 장, 단점에 대해서 또 글을 써볼게요~"
102,아이디어를 도출하는 과정을 자세히 알 수 있고요. 이 역시 장점입니다. 하지만 단점도 분명해요. 무엇보다 과도한 자세함이 그렇습니다. 이야기를 마무리한 후에 다시 제시되는 &quot;수상한 회의록 다시 보기&quot;가... 
103,"중요도에 따라 다르지만 대형 PT 건은 번 이상의 아이디어 회의를 가지기도 해요. 펜타클은 PT를... 우리 리더의 장단점(실제 답변이지만, 솔직하진 않은 듯) A. 장점 광고주 입장에서 전략적 인사이트 제시... "
104,"제품 상태를 개선하기 위한 아이디어 회의에서 자주 사용하는 창의성 기법 중 하나 . 속성열거법... 제안된 아이디어의 장점(Plus), 단점(Minus), 흥미로운 점(Interesting)을 다각적으로 살펴봄으로써 여러... "
105,이러한 브레인스토밍의 단점을 극복한 아이디어 발상법! 브레인롸이팅(Brainwriting) 기법을 소개해... 브레인롸이팅을 운영해야겠다 싶으실 때는 미리 참석자들에게 시간적인 여유를 두시고 회의... 
106,있다는 단점 - 실외일 경우 날씨의 영향을 받을 수 있으니 실내를 우선순위로 장소섭외하기... (웅석돌프는 회의진행과 사진찍기를 병행했죠) 컨셉아이디어 회의가 가장 어려워요. 그래도 모두 열심히 참여해... 
107,팀원들간 아이디어 회의를 통해 만든 미팅자료를 들고갔는데 탁구협회측에서도 자료를 준비해주셔서... 들어 단점들이 많은데 이또한 외국감성이라 이해가 되었다 탁구협회 담당자입장에서 마케팅대행사를... 
108,회의내용을 나름 대로 정리했는데 핵심내용이 보이지 않 는다. 기획안을 작성하려고 하니 아이디 어는... 또 생각 정리를 할 때 내용을 '수정·삭제·이동'할 수 없 다는 것은 치명적인 단점이었다. 마인드맵을 더... 
109,팀원들과의 충분한 아이디어 회의를 진행해주세요. 공모전을 진행하기에 앞서 핀테크에 대한 기본... 바탕으로 아이디어를 기획해주세요. 현재 핀테크 기술의 장점과 단점을 분석해보는 것이 좋은... 
110,"있다는 단점이 있습니다. 저희의 강점은 아래와 같습니다. 첫째로는, 직관적인 UI로 폼을 처음... 그때 아이디어 회의를 하며 그렸던 제품의 청사진이 지금 어느 정도 완성되어가고 여기까지 왔다는 것에 대해... "
111,"구성원들이 오류를 바로 잡지 못하고 오히려 오류를 증폭시킬 수도 있으며, 회의 후 구성원들이 더... 그 부작용으로 다른 구성원이 참신한 아이디어를 생각해내는 데 제약이 따를 수 있다. 성공 혹은 실패를... "
112,이 단점을 극복할 캠페인 포스터를 만들어보라.'라면 먼저 동사인 '쓰다'에서 동음인 '연필로 쓰다.'를... 그의 주제는 '아이디어 회의'로 공모전을 할 때 가장 중요한 회의 진행방법을 알려주는 시간이다. 오늘은... 
113,"회의 기본 규칙 정하기 화상회의의 단점을 극복하고 원활한 회의를 진행하기 위해선 회의의 기본... 하거나, 회의에서 나온 아이디어를 메모하는 등 회의 내용을 중간중간 기록하는 것이 업무에 도움을 줄 수... "
