,0
37,그리고 청춘나들목이 어떻게 이용되었으면 하는지에대해 브레인스토밍하는 시간을 가졌어요 저는 청춘인포나 청춘나들목에대해 알게된지 얼마 안됬거든요 그래서 단점이나 보안보다는 좋은 부분밖에... 
38,반론 제기의 기회를 준다  회의 참여가 어려운 이유는 심리적으로 안전하다고 느끼지 않기 때문이다.... (ut중요한 의사결정은 더 촘촘하게 합의한다) 발산에서의 가지 과정 브레인스토밍_유목화_naming *좋은... 
39,커먼앱 에세이 - 브레인스토밍 현재 UC를 제외한 거의 모든 미국 대학이 공통지원서를 입학지원서로... ) 좋아하는 것에 대한 높은 호기심이 야기할 수 있는 단점이 있는가? ) 좋아하는 것을 추구하는 동안... 
40,"방법 ※ 브레인스토밍은 바로 영어에서 표현한 것과 같이 브레인, 우리들의 뇌에서 스토밍, 폭풍우가... 실제 참여가 힘들 때 - 실제로 행하게 되면 위험할 때 ※ 인위적인 조작과정을 통해 실제상황과 유사한... "
41,"대부분의 공모전은 명에서 명이 함께 참여할 수 있게 되어있어요. 바로 브레인스토밍을 활용할 수... “팀 으로 공모전에 도전하고자 한다면, 각 팀원의 장점과 단점을 명확히 알고 장점을 최대한 활용하는... "
42,주민참여 마을사업 ㅡ 평내동 주민자치회 ㅡ 평내동 열린마을꾸밈단의 분임토의 과정은:~ 평내동의 장점 단점을 요모조모 따져보는 것에서 시작하였습니다 아쉬운 점 ㅡ 좋았던 점 ㅡ 살펴본 뒤에 ... 생활... 
43,구성원은 적극적이고 능동적 참여가 가능 =&gt; 단점: 일반 대중은 이해하기 어려우며 동일 분야가 아닌... ) 브레인스토밍(rain storming) : 폭풍우 내리는날 번개처럼 떠오르는 기발한 생각을 포착하여 ~명이 ... 
44,"수업참여도입니다. 대학원 수업에서, 기말 프로젝트나 과제가 아니라, 시험에 %의 비중을 두는... 단계별(브레인스토밍~최종 에세이 완성까지)로 진행하게 됩니다. 다시 말해, 영어 작문 능력을... "
45,ook A LEADER'S MISJUDGMENTS 리더의 오판 halatha . . . : 프롤로그 왜 똑똑한 리더들이 멍청한 의사결정을 할까 “리더가 가장 잘해야 하는 일 중 하나가 자신이 틀렸다는 것을 받아들이는 것입니다.&quot;... 
46,그런 뒤 그는 이들에게 혼자서 브레인스토밍하는 시간과 집단으로 하는 시간에 다 참여하라고 했다.... &quot;(콰이어트 전자책 쪽) 상기 가지 중 첫 가지는 주로 말로 하는 브레인스토밍의 단점을 보완하기 위해... 
47,"협력 집단의 이러한 단점은 완화하면서 그 장점을 늘리기 위해서는 다음과 같은 원칙들을 따를 수 있을 것이다. □ 합동 브레인스토밍, 의사결정, 사회화를 통해 “빅뱅”과 같은 순간들을 창출하는... "
48,아직 소수의 기업만이 참여하고 있는 이유는 사실 명확합니다. 기업이라는 집단은 결국 수익화 실현을... 조직체의 브레인스토밍을 통해 발상의 전환이 필요하다는 것입니다. AI 기반의 최적화 모델 . 목적을... 
49,리더와 참여자가 계속해서 함께하는 걸 추천드려요~ 장점과 단점 브레인스토밍을 통한 회의는 평소에 생각해보거나 돌아보지 못했던 의외의 시각을 제공합니다 평소 불가능할 것 같거나 터무니없다고 생각하여... 
50,그렇기 때문에 이타가 스터디를 하면서 느꼈던 감정 및 장단점 등을 낱낱이 말해드림으로써... 리뷰할 때는 답지 보지 않고 브레인스토밍. 스터디원은 인으로 하자. 스터디원은 모두 같은 직렬보단 다른... 
51,"- 팀의 참여를 통해 공정, 제품, 그리고 서비스에서의 혁신을 시작하려 할 때. . 관련기법 - 브레인라이팅 : 브레인스토밍의 약점을 보완하기 위한 방법 - 속성 열거법 : 브레인스토밍 회의에서 아이디어 창출을... "
52,"강의, 집단토의,심포지엄, 배심토의, 분단토의,브레인스토밍, 시범교육, 세미나, 역할극,견학,전시... 가능 -단점: 대상자의 적극 참여가 어려우며, 대상자의 학습 진행 정도 파악이 어려우며 대상자 모두를... "
53,"ENTJ의 단점 ENTJ는 감정을 표현하고 이해하는 것이 어려울 수 있습니다. 따라서 감정적으로 민감한... ENTJ들은 자신들만의 생각의 브레인스토밍, 이론화 및 학습 능력을 일치시킬 수 있는 사람들과 가장 잘... "
54,"브레인 스토밍의 장점과 단점 ) 장점 열린 사고. 참여자의 자연스러운 참여 유도. 비판 배제. 기발하고 독특한 아이디어를 통해 획기적인 해결안 도출. 소극적 사람도 집단 회의에 참여. 즐거운 분위기, 활발한... "
55,"가지, 단점 가지, 플라스틱 최소화할수 있는 방안 가지 ! 즉, 모두 가지이상 쓰라고 이야기를 했다.... 칸을 나누어 분류한 아이들! 브레인스토밍, 브레인 라이팅을 열심히 하는 모습이 너무나 최고! 였다!"
56,krcrossvieweritemsedf-d---dfe 지난 시간 단점 브레인스토밍을 하고 그 중 하나를 골라... 주 동안 열심히 참여한 아이들이 있는 반면 전혀 활동하지 않은 아이들도 많았다. 서로가 마니또인... 
57,"점이 단점이 될 수 있다. 브레인라이팅(Brain Writing) 브레인스토밍과 유사하나, 발언에 소극적인 사람의 참여를 유도할 수 있는 아이디어 창출기법이다. 퍼실리테이터가 멤버에게 주제 설명을 한 후, 각... "
58,"그래서 참가자들의 적극적인 참여를 저해하기도 합니다. &lt;브레인 라이팅&gt; 브레인 라이팅은 독일의 'Battelle Institute'에서 개발한 사고 프레임워크로, '침묵의 브레인스토밍'이라고 불립니다. 또... "
59,"주제별 브레인스토밍 훈련 오픽IH 케이티 강사님의 OPIc 강의 장점은 빈출 주제별 자연스러운... 온라인 강의의 단점이 전혀 느껴지지 않았고, 오픽IH 케이티 강사님이랑 :로 수업하는 기분이에요. 오픽IH... "
60,"비판및감상  참여태도(언어,준언어,비언어적표현) 수용(내면화)  전이(내면화 적용) 계획 - 내용과 목적에 대해 미리 생각. 공식적 상황, 청자, 목적, 주제 내용생성 - 배경지식 활성화가 목적!. 브레인스토밍... "
61,단점은 통제가 어렵다는 점입니다. 여려명이 동시에 들어와서 퍼즐을 맞출 수 있습니다. 단체전은 안하시는 것을 추천합니다. 한 모둠 명정도는 즐겁게 참여가능하지만 반 전체가 되는 순간 싸움이... 
62,관심과 참여의지를 높일 수 있는 토론방식입니다 이러한 현장포럼은 농어촌 마을개발사업... 기법이 브레인스토밍기법인데 토론과정에서 누구든지 자유롭게 많은 의견을 개진할수있는게 중요합니다. 특히... 
63,"스쿨잼은 대화에 참여하지는 않았지만, 공간에 따라서는 채팅이 아니라 마이크를 켜고 정말 현실에서... 위한 브레인스토밍으로 사용된다고 했다. 그만큼 회의의 자유도가 높다는 반증이고 화상 회의의 단점을... "
64,"브레인라이팅 Brain Writing 많은 구성원들로 이루어진 조직에서 활용되는 아이디어 창출기법으로, 브레인스토밍과 유사하지만 그와 비교하여 발언에 소극적인 사람의 참여를 유도할 수 있으며 지배적... "
65,효율적인 문제해결 도구인 브레인스토밍 방식 . 설명 () 팀의 리더는 문제 해결을 효과적으로 하기... 팀원이 토론에 참여할 수 있도록 유도한다. . 이 방법으로 더 이상 아이디어 도출이 어려울 때는 브레인라... 
66,"한 식품유통회사는 자기소개서 항목 중 본인의 MBTI 유형을 소개하고, 이를 기반으로 본인의 장단점을... INTJ 성향의 동료 탁월한 결단력과 집중력을 갖추었으며 스스로 브레인스토밍을 하며 아이디어를... "
67,"목표를 달성하기 위한 정책대안을 개발하여 이들의 장･단점, 제약 요인, 실현가능성 등을 따져보는... 여기에 속하는 구체적인 예측기법으로는 전문가의 개인적 판단, 델파이, 브레인스토밍, 패널토의... "
68,브레인스토밍 심리적 제약이 없는 자유로운 상태에서 대면적 접촉관계를 유지하며 전문가의 창의적... 장점과 단점을 최대한 노출시키고 의견수렴의 과정을 거쳐 합의를 형성한다. 반대역(악역)을 맡은 팀이... 
69,학부모 학교 교육 참여 지원사업 우수사례 특강( 창의적 사고와 자존감 향상을 위한 감성소통리더십 )... 창의력 향상기법 .역발상 .브레인스토밍 .마인드맵아이들이 생각하는 좋은 부모는? 아이들 입장에서... 
70,직접 참여는 못했지만^^; 후기를 남기자면 강사님과 듣는 사람이 함께 소통하는 수업이라는 생각이... 그런데 단점은 점점 욕심이 생긴다는거ㅋㅋ 처음이라 좀걸렸지만 더 간략화해서 나만의 마인드맵 적용술(?)... 
71,session): 참여자의 수가 많을 경우 전원의 의견을 상호교환하기 위하여 전체를 수 개의 분단으로 나누어 토의시키고 다시 전체회의에서 종합하는 방법이다 ㉣브레인스토밍(Brain storming): 아이디어의 자유로운... 
72,) 브레인스토밍 - 많은 아이디어를 수용하고 제안된 아이디어를 결합하여 개선하는데 효율적인... 결여된다는 단점이 있음. - 발언에 소극적인 사람들에게 참여를 촉진하는 방법중 하나. - 일명 ..... 
73,문제해결을 위한 단계 중 해결방안들에 대한 장점과 단점을 분석하고 판단하는 단계는? ① 문제인식... ① 역할놀이 ② 참여관찰 ③ 시청각자료 활용 ④ 자연탐구 ⑤ 브레인스토밍 . 청소년지도를 위한... 
74,많이 참여하고 또 관심을 가질 수 있는 방안들에 대해 발표하셨습니다. 동구팀은 주변 상권 분석보고서와 현재 운영되고 있는 로컬푸드 직매장 현장을 방문하여 장단점 및 상권 현황을 분석하고 브레인스토밍... 
75,"동등한 참여기회, 심리적 긴장감이 적음 단점: 한두 명이 토의를 독점할 경우 토론이 제대로 이루어지지 않을 수 있음, 토의 가능한 고학년이 아닐 경우, 발표 부담감이나 혼란 초래 &lt;브레인스토밍&gt; 묘안... "
76,"학부모님들이 참여해 주셨습니다. 그만큼 자녀를 사랑하고 행복한 사람으로 만들고 싶은 욕구가... 기술을 브레인스토밍하고, 자녀가 진정으로 원하는 것을 생각해 보는 활동입니다. 저 역시 초등학교 학년... "
77,브레인스토밍의 목표는 참여한 사람으로부터 가능한 한 많은 아이디어를 제안하는 것이다(아이디어의... 브레인스토밍의 장․단점 . 브레인스토밍의 활용시기 . 브레인스토밍의 규칙 . 브레인스토밍의... 
78,"활발하게 참여해주세요. 목소리가 겹치지 않게 말하지 않을 땐 마이크를 끄되, 카메라를 켜서 고개를 끄덕이며 내가 듣고 있다는 신호를 주세요. 만약 브레인스토밍을 한다면 ✓화면공유로 메모장을 키거나... "
79,물러진다는 단점이 있긴 해요. 그래도 천연 재료의 장점이 더 많은지라 제로 웨이스트를 생활화하는 이런 친환경 제품 사용이 증가했으면 싶네요. 이날 수업도 열심히 참여해 준 꿈꾸는 도서관 친구들 모두... 
80,"신뢰형성 단점 접촉 비용 비쌈 경우의 제한 농가방문 우호적인 공적 관계 형성 전문적인 문제점에... 자유의사토의법 (브레인스토밍) 모든 참가자가 의사결정에 참여 비판의 최소화, 무임승차, 질&lt;양, 대면적... "
81,"고객 목소리 수집으로는 여론조사, 면담, 포커스 그룹, 현장조사, 내부 브레인스토밍, 고객패널, 서비스... 단점으로는 진행자가 주도적이지 못하거나, 사전 준비가 덜 된 경우 지배적인 의견 선도 보일 수 있고... "
82,"적극적으로 참여 가능한 학생인지, 그리고 자기주도적인 학생인지 와 같은 여부들을... 나무컨설팅의 명문 보딩스쿨 컨설팅 프로그램은 학생의 학교 지원 에세이 브레인스토밍 첨삭 및... "
83,위의 학생들 브레인스토밍을 할 때 생각을 해보면 그런 내면의 단점을 끌어내기까지는 많은 시간이... 작년까지는 CW에 참여한 학생들이 대부분 오퍼를 받은 것과는 대비되는 내용입니다. 이런 부분들이... 
84,"극대화하고 단점을 극소화하는 방안을 모색하여야 한다. 이러한 방안에 대해 많은 학자들이 연구를 거듭한 결과 브레인스토밍 기법, 명목집단 기법, 델파이 기법, 지명비판자 기법 등을 개발하였다. ()... "
85,"다만 심리적인 부담이 강하다는 단점이 있다. 브레인스토밍은 다수의 참여인원과 이를 통한 개념적 확장성에 장점이 있다. 브레인라이팅은 개념적 확장성, 가독성, 창의적 연결측면에는 높은 성과를 보이나... "
86,"사람만 참여하고 특정인원의 주도에 따라 발상하게되는 부작용이 있다. . 브레인라이팅 (, , 법)... 개인적인 브레인 스토밍을 했었다. 하지만 막연한 방법만 알고있었고 이번 이론교육을 통해 원리나 다른... "
87,"장점 - 짧은 시간 안에 모든 참여자의 지식을 알뜰살뜰히 나눌 수 있다. 단점 - 갑자기 많은 양의... 방법 브레인스토밍, 브레인라이팅 등 강제연상법 주제와 무관한 사물을 강제로 주제와 연결시켜 발상하는... "
88,"되는 브레인스토밍 도구 서비스 품질 용도에는 직원, 절차, 정책이 자주 포함됩니다. 특성요인도... 특성요인도 단점 특성요인도Cause and Effect diagram는 용어 그대로 특정 사실의 결과에 각 요인이... "
89,"보통 이력서에 특이사항란은 단점을 적는다고 생각하지만, 호주에서 철인 종 경험을 바탕으로... 예) 동천에서 진행할 사업 분석 브레인 스토밍 유네스코 사업을 분석을 위한 검토 자료, 단체의 비젼과 내가... "
90,"전자 브레인스 토밍을 도입해 사용하고 있다. 본 내용은 Sloan Management Review, 년 가을호의... 전산망만 확보된다면, 참여 집단이 얼굴을 마주하고 있건 전세계에 흩어져 있건 상관없음. 아이디어들은... "
91,이 기법의 독특성은 브레인스토밍이 끝난 후에 브레인 스토밍 데이터에서 일어나는 활동에 있다.....선택되지 않은 신데렐라 항목은 어떻게 되는가? ..그들은 참여 무도회에서 춤을 추지 못하게 된다. ~개의... 
92,"오리엔테이션 &amp; 브레인스토밍 주차에는 전문가(튜터)와 부천대 전공학생, 주민들을 개의 그룹으로... 또 이른 저녁부터 어두워서 쓰지 못하는 벤치의 단점을 보완하기 위해 벤치 자체에 간접조명을 설치하는... "
93,④ 체험법 : 직무분석가가 직접 직무활동에 참여하여 직무자료를 얻는 방법 ⓐ 단점 : 분석자의 주관이... 작업 ⓑ 브레인스토밍 기법을 활용하여 활발한 토론을 진행 ⓒ 특정 직업 분야의 데이컴차트를... 
94,BW) - 브레인라이팅은 브레인스토밍의 단점을 완벽하게 보완한 기법이란 평이 있다. 구두로 할 때는... 소극적으로 참여하는 사람들에게 적용하면 효율적인 방법이라고 할 수 있다. -지위와 성격 차이에... 
95,"참여관찰 등이 있습니다. 픽셔너리 실습 중 이 밖에, 주민들의 생각과 입장, 견해 등을 모으고 발전시키는 방법으로 워크숍이 있습니다. 구체적인 방법은 매우 다양한데요. 픽셔너리, 브레인 스토밍, 브레인... "
96,바쁘다바빠 인수인계 정리 반반차 내고 학회 오프라인 세션도 참여해주고 이날 시에 학회 뒷풀이... 이러니까 수익이 안나지 피자먹고 한시간좀 넘게 카페에서 본것정리&amp;가설 브레인스토밍 하고 헤어졋다... 
97,"큰 단점으로 작용하게 되죠 반면에 이곳에서는 실시간 온라인 참여강의라고 해서 모든 학생들과... 머리속에서 어느정도 브레인스토밍을 하고 방향을 잡아둔체 글을 작성해야 했는데, 저는 그냥 느낌 따라서... "
98,공영주차장이라 주차요금은 저렴하긴 한데 노상주차라 빈자리가 없을 수도 있는 단점이 있네요. 리틀... 크리에이터 원데이 클래스 수업 구성 ✔기획(분) 나만의 인사 정하기 브레인스토밍 스토리보드 작성... 
99,"워크샵에 참여하기 전에 개인이 쓴 자료를 주제별로 정리해서 가져오는 것이다. 실제 워크샵 시간에는 미리 아이디어를 낸 내용을 가지고 브레인스토밍, 그룹핑, 수렴, 발산, 멀티보팅을 통해 그 주제에 맞는... "
100,사용자 성능을 향상시키지 못할 수 있다 : 우리는 온보딩의 몇 가지 단점을 알고 있지만 이점이... 및 브레인 스토밍 앱인 MindNode 는 대화식 연습을 통해 사용자가 익숙하지 않은 워크 플로에 참여할 수... 
101,이러한 단점을 보완하는 방법 으로 정성적인 유해・위험요인 도출에 발생빈도와 피해크기를... 근로자가 참여하여야 한다. ) 유해・위험요인 파악은 팀원의 브레인스토밍(Brain Storming) 방식으로... 
102,"- 단점을 보완하고 학생이 능동적으로 참여하기 위해서는 POE모형과 연계하여 활용한다. (POE 모형... 기법 - 브레인 스토밍, 브레인 라이팅, 마인드맵, 스캠퍼(대치하기 Sustitute  결합하기 Comine  응용하기... "
103,방법 장점 단점 상담 -대상자 이해 용이 -공간적 제약 적음 -집단교육에 비해 효과 ↑(한사람 대상)... 소극적 참여자 있음 시간이 오래걸림 토의유형 브레인스토밍 재미있으며 어떤 문제든지 다룰 수 있음... 
104,"참여를 희망하신다면 신청 ㄱㄱ! 표지 디자인 Comment 월요일부터 금요일까지 주일 동안 기획부터... 브레인스토밍의 가장 큰 단점은, 서로가 서로의 아이디어를 온전히 이해하지 못한다는 점이다. 키워드 형태의... "
105,"벌떼소리 참여자 많아 분단으로 나누어 토의 장점-문제 다각도로 분석,사회성 단점-짧은시간,전원참가... 보여주기 ·브레인스토밍 : 답X 의견O 특정 문제 중심으로 가능한 모든 면의 검토를 넓게 전개 창의성... "
106,되어 참여할 수 있는 분위기를 만드는 것이 필요하다. . 부호화와 해석 단계 부호화(encoding)는 발신자가... 브레인스토밍과 달리 이 과정에 서는 질문과 답을 할 수 있다. 그러나 그 목적은 개별 의견의 장단점을... 
107,"&lt;OKR 의 일반적인 프로세스&gt; ● 연간 및 분기 OKR에 대한 브레인스토밍 ● 연간 및 분기 기업(혹은... 증가) ●참여 및 게임 시청 시간 증가(하루 X 시간) ●유튜브 VR 서비스를 실시하고, VR 목록을 X에서... "
108,"INFP 단점 - 지나치게 이상주의적 : 중재자들은 종종 자신의 이상주의를 너무 멀리 가져 가서 세상에서... 이럴 때는 시간이 촉박하지 않도록 충분히 잡고 종이 위에 브레인스토밍을 하듯이 천천히, 많이 적어... "
109,"특허에 참여하는 문동해 대표가 지난 년 월 일 설립한 기업이다. 문 대표는 제품을 연구해... 제품의 매카니즘을 D로 머릿속에 구상해 조립까지 마친 뒤, 가동에 문제가 없는지 브레인스토밍을 끝낸 후... "
110,"브레인 스토밍 한정된 표현으로는 끝없이 다양한 주제들을 모두 다루기가 어렵죠ㅠㅠ 전승기... 수업뿐 아니라 수업시간 이후에도, 선생님께서 직접 참여하시는 스터디를 통해 : 코치 및 단점 보완 시스템이... "
111,저희는 서로가 서로의 단점을 보완하면서 장점으로 승화시키려고 해요. 단점이라고 생각했던 것이... ⓒ 브레인스토밍 김재설 합격 소식을 듣고 어떠셨어요. 김소연 그날 저희가 공연이 있었어요. 무대에... 
112,"최근 나의 단점이 부주의하다. 라고 생각하던 와중이라 더욱 결과가 이렇게 나온 듯. 송아랑 연남동... 반짜리 브레인스토밍 이후, 오랜만에 혼이 쏙 빠졌다. 이래야 회의 좀 했다고 할 수 있지. 오랜만에 돌아온... "
113,"적극적으로 참여하고 교감하고 있다는 실제감과 주도성을 느끼게 하는 게 중요해졌습니다. 이를 위해서 반응, 참여, 소통 기회를 넓히는 것 외에도 AI 기술을 활용하여 서비스가 개인별 맞춤화 된 대응을... "
114,"정신 바짝 차리자 한국언론진흥재단에서 주최하는 미디어리터러시 시리즈 중 일차에 참여했다.... CEDA토론에서도 반박 질문을 하지 못하고, 독서토론에서도 브레인스토밍을 하지 못하는 내가 이상했다. 나... "
115,브레인스토밍은 주제에 대하여 머릿 속에 떠오르는 아이디어를 쏟아내는 창의적사고기법입니다.... 없고 참여자들의 자발성이 떨어질 수 있다는 단점이 있으므로 진행자의 역할이 중요합니다. 브레인라이팅... 
